time.time(), c1pp, c2pp
1727769806.916121, 2.009E+00, 1.998E+01
1727769807.0227714, 2.013E+00, 1.999E+01
1727769807.128938, 2.016E+00, 1.997E+01
1727769807.2347054, 2.018E+00, 1.998E+01
1727769807.3411658, 2.011E+00, 2.001E+01
1727769807.4495697, 2.017E+00, 2.000E+01
1727769807.562516, 2.011E+00, 1.996E+01
1727769807.6718488, 2.015E+00, 1.995E+01
1727769807.7778409, 2.023E+00, 1.997E+01
1727769807.8951132, 2.010E+00, 2.001E+01
1727769808.001809, 2.004E+00, 2.000E+01
1727769808.116658, 2.022E+00, 1.999E+01
1727769808.2301636, 2.025E+00, 1.999E+01
1727769808.3383036, 2.004E+00, 2.001E+01
1727769808.4461417, 2.015E+00, 1.994E+01
1727769808.5565412, 2.012E+00, 2.000E+01
1727769808.6642506, 2.016E+00, 1.997E+01
1727769808.770881, 2.003E+00, 2.004E+01
1727769808.8764005, 2.015E+00, 2.001E+01
1727769808.980226, 2.005E+00, 1.993E+01
1727769809.0941603, 2.012E+00, 1.998E+01
1727769809.2038882, 2.018E+00, 2.002E+01
1727769809.3110394, 2.028E+00, 1.997E+01
1727769809.4170344, 2.024E+00, 1.993E+01
1727769809.523959, 2.012E+00, 1.999E+01
1727769809.630114, 2.012E+00, 1.999E+01
1727769809.737891, 2.018E+00, 1.998E+01
1727769809.8395505, 2.025E+00, 1.995E+01
1727769809.9493668, 2.012E+00, 1.996E+01
1727769810.0577788, 2.022E+00, 1.998E+01
1727769810.16605, 2.026E+00, 1.996E+01
1727769810.2848265, 2.013E+00, 1.994E+01
1727769810.3909876, 2.016E+00, 1.995E+01
1727769810.499123, 2.016E+00, 1.995E+01
1727769810.5995777, 2.016E+00, 1.998E+01
1727769810.718185, 2.012E+00, 1.996E+01
1727769810.8260767, 2.008E+00, 2.002E+01
1727769810.9334936, 2.010E+00, 2.000E+01
1727769811.0417829, 2.004E+00, 2.008E+01
1727769811.1517103, 2.019E+00, 2.002E+01
1727769811.2612252, 2.020E+00, 1.994E+01
1727769811.3844154, 2.011E+00, 2.007E+01
1727769811.501627, 2.020E+00, 1.994E+01
1727769811.6099951, 2.012E+00, 1.994E+01
1727769811.7184339, 2.012E+00, 1.998E+01
1727769811.8256967, 2.023E+00, 2.004E+01
1727769811.9346135, 2.016E+00, 1.990E+01
1727769812.0500383, 2.020E+00, 1.996E+01
1727769812.1567636, 2.013E+00, 2.002E+01
1727769812.2656813, 2.012E+00, 1.996E+01
1727769812.3731391, 2.017E+00, 1.997E+01
1727769812.479684, 2.011E+00, 1.998E+01
1727769812.5888398, 2.009E+00, 2.001E+01
1727769812.716544, 2.010E+00, 2.000E+01
1727769812.8171625, 2.012E+00, 1.993E+01
1727769812.9243972, 2.008E+00, 2.006E+01
1727769813.0321898, 2.026E+00, 1.996E+01
1727769813.1385915, 2.024E+00, 2.002E+01
1727769813.2465606, 2.012E+00, 1.996E+01
1727769813.3664682, 2.009E+00, 1.994E+01
1727769813.4740086, 2.005E+00, 1.997E+01
1727769813.5808706, 2.009E+00, 2.002E+01
1727769813.6892664, 2.019E+00, 1.995E+01
1727769813.7964573, 2.017E+00, 2.000E+01
1727769813.9014006, 2.025E+00, 1.993E+01
1727769814.0104313, 2.030E+00, 2.000E+01
1727769814.1135268, 2.018E+00, 1.994E+01
1727769814.2233918, 2.022E+00, 1.995E+01
1727769814.3376718, 2.012E+00, 2.006E+01
1727769814.4442806, 2.017E+00, 2.006E+01
1727769814.5453842, 2.017E+00, 1.990E+01
1727769814.6521397, 2.020E+00, 1.998E+01
1727769814.7755692, 2.015E+00, 1.990E+01
1727769814.8843365, 2.019E+00, 1.993E+01
1727769814.9846184, 2.010E+00, 1.998E+01
1727769815.0930068, 2.018E+00, 1.997E+01
1727769815.2083225, 2.013E+00, 2.000E+01
1727769815.315901, 2.017E+00, 1.997E+01
1727769815.4221601, 2.017E+00, 1.995E+01
1727769815.5306196, 2.012E+00, 1.998E+01
1727769815.6506033, 2.016E+00, 1.997E+01
1727769815.763937, 2.016E+00, 1.990E+01
1727769815.8706582, 2.013E+00, 2.000E+01
1727769815.9795585, 2.010E+00, 1.997E+01
1727769816.089029, 2.015E+00, 1.996E+01
1727769816.1967006, 2.012E+00, 1.995E+01
1727769816.3047767, 2.015E+00, 2.002E+01
1727769816.4146488, 2.013E+00, 1.995E+01
1727769816.5223286, 2.019E+00, 2.000E+01
1727769816.6325114, 2.020E+00, 2.001E+01
1727769816.7329097, 2.022E+00, 2.005E+01
1727769816.841559, 2.017E+00, 2.001E+01
1727769816.958862, 2.037E+00, 1.999E+01
1727769817.0670059, 2.009E+00, 1.999E+01
1727769817.1676862, 2.040E+00, 2.000E+01
1727769817.2765539, 2.015E+00, 2.001E+01
1727769817.389598, 2.017E+00, 1.994E+01
1727769817.4996855, 2.018E+00, 2.001E+01
1727769817.6190784, 2.013E+00, 1.999E+01
1727769817.7284598, 2.009E+00, 1.999E+01
1727769817.848087, 2.015E+00, 2.005E+01
1727769817.9499202, 2.023E+00, 2.005E+01
1727769818.0674298, 2.019E+00, 2.000E+01
1727769818.1727474, 2.016E+00, 2.000E+01
1727769818.2789044, 2.023E+00, 1.999E+01
1727769818.3868713, 2.023E+00, 1.997E+01
1727769818.493823, 2.016E+00, 1.994E+01
1727769818.6096737, 2.017E+00, 2.001E+01
1727769818.7189481, 2.006E+00, 1.995E+01
1727769818.8268485, 2.019E+00, 1.997E+01
1727769818.9356544, 2.018E+00, 2.001E+01
1727769819.056736, 2.010E+00, 1.995E+01
1727769819.1660416, 2.013E+00, 2.000E+01
1727769819.2736256, 2.013E+00, 2.004E+01
1727769819.3804321, 2.006E+00, 1.996E+01
1727769819.4872134, 2.017E+00, 1.996E+01
1727769819.595493, 2.017E+00, 1.997E+01
1727769819.7052345, 2.018E+00, 2.000E+01
1727769819.8116934, 2.010E+00, 1.995E+01
1727769819.9190629, 2.010E+00, 1.995E+01
1727769820.0263672, 2.019E+00, 1.995E+01
1727769820.1336856, 2.017E+00, 1.999E+01
1727769820.2342563, 2.023E+00, 1.994E+01
1727769820.341495, 2.023E+00, 1.999E+01
1727769820.4596212, 2.011E+00, 1.995E+01
1727769820.5603044, 2.011E+00, 2.001E+01
1727769820.6808624, 2.024E+00, 1.999E+01
1727769820.7869108, 2.019E+00, 1.989E+01
1727769820.8950777, 2.007E+00, 1.995E+01
1727769821.0045445, 2.010E+00, 1.998E+01
1727769821.1125226, 2.017E+00, 2.001E+01
1727769821.221396, 2.023E+00, 1.993E+01
1727769821.32928, 2.019E+00, 2.000E+01
1727769821.4373755, 2.017E+00, 2.005E+01
1727769821.5519412, 2.020E+00, 2.000E+01
1727769821.658484, 2.016E+00, 1.991E+01
1727769821.7614276, 2.015E+00, 2.000E+01
1727769821.8768888, 2.013E+00, 2.001E+01
1727769821.979703, 2.023E+00, 1.997E+01
1727769822.0965772, 2.017E+00, 1.999E+01
1727769822.1972094, 2.017E+00, 2.004E+01
1727769822.314063, 2.020E+00, 2.005E+01
1727769822.417584, 2.002E+00, 2.005E+01
1727769822.5198643, 2.007E+00, 1.999E+01
1727769822.6445956, 2.009E+00, 1.996E+01
1727769822.752075, 2.017E+00, 1.993E+01
1727769822.858676, 2.013E+00, 1.995E+01
1727769822.9654644, 2.012E+00, 1.994E+01
1727769823.0728729, 2.011E+00, 1.999E+01
1727769823.1811044, 2.015E+00, 1.997E+01
1727769823.2880843, 2.017E+00, 1.997E+01
1727769823.397791, 2.006E+00, 2.001E+01
1727769823.5094059, 2.011E+00, 2.006E+01
1727769823.6151617, 2.006E+00, 2.001E+01
1727769823.7244966, 2.022E+00, 1.999E+01
1727769823.8338108, 2.015E+00, 1.996E+01
1727769823.9343133, 2.017E+00, 1.998E+01
1727769824.0447576, 2.004E+00, 2.001E+01
1727769824.1543946, 2.017E+00, 2.000E+01
1727769824.266286, 2.023E+00, 1.996E+01
1727769824.379481, 2.011E+00, 2.000E+01
1727769824.4846315, 2.015E+00, 1.998E+01
1727769824.5937996, 2.011E+00, 1.998E+01
1727769824.70094, 2.026E+00, 1.997E+01
1727769824.8078322, 2.016E+00, 1.995E+01
1727769824.9223104, 2.009E+00, 1.998E+01
1727769825.0358396, 2.016E+00, 2.002E+01
1727769825.1506448, 2.019E+00, 2.000E+01
1727769825.272192, 2.015E+00, 2.001E+01
1727769825.3723478, 2.018E+00, 2.000E+01
1727769825.480315, 2.016E+00, 1.998E+01
1727769825.6014986, 2.011E+00, 1.998E+01
1727769825.702312, 2.012E+00, 2.000E+01
1727769825.8160892, 2.012E+00, 1.998E+01
1727769825.9244845, 2.024E+00, 1.993E+01
1727769826.0314245, 2.020E+00, 1.997E+01
1727769826.1387324, 2.016E+00, 2.000E+01
1727769826.246787, 2.016E+00, 1.993E+01
1727769826.3564951, 2.013E+00, 1.999E+01
1727769826.4572337, 2.018E+00, 2.004E+01
1727769826.5647, 2.022E+00, 1.997E+01
1727769826.6709666, 2.013E+00, 2.007E+01
1727769826.778071, 2.016E+00, 1.994E+01
1727769826.8907602, 2.007E+00, 1.996E+01
1727769826.9991145, 2.006E+00, 2.002E+01
1727769827.1133826, 2.007E+00, 2.003E+01
1727769827.2281997, 2.019E+00, 1.991E+01
1727769827.328518, 2.019E+00, 2.004E+01
1727769827.4371424, 2.009E+00, 2.000E+01
1727769827.5434632, 2.015E+00, 2.003E+01
1727769827.656139, 2.016E+00, 1.995E+01
1727769827.7630029, 2.005E+00, 2.000E+01
1727769827.8712955, 2.017E+00, 1.996E+01
1727769827.990554, 2.022E+00, 1.999E+01
1727769828.0912285, 2.009E+00, 1.999E+01
1727769828.2118354, 2.012E+00, 2.000E+01
1727769828.3189995, 2.008E+00, 2.006E+01
1727769828.424135, 2.005E+00, 2.000E+01
1727769828.5314214, 2.015E+00, 2.002E+01
1727769828.6383476, 2.017E+00, 2.001E+01
1727769828.7453737, 2.015E+00, 1.998E+01
1727769828.852576, 2.018E+00, 1.999E+01
1727769828.962549, 2.012E+00, 2.000E+01
1727769829.0629706, 2.013E+00, 1.991E+01
1727769829.1704428, 2.011E+00, 1.999E+01
1727769829.281467, 2.005E+00, 1.997E+01
1727769829.3886783, 2.012E+00, 2.004E+01
1727769829.4959333, 2.013E+00, 2.000E+01
1727769829.6153316, 2.024E+00, 2.000E+01
1727769829.725118, 2.010E+00, 2.005E+01
1727769829.8328435, 2.015E+00, 1.998E+01
1727769829.942115, 2.012E+00, 1.999E+01
1727769830.0485992, 2.018E+00, 1.996E+01
1727769830.1578934, 2.029E+00, 2.005E+01
1727769830.2858262, 2.022E+00, 2.000E+01
1727769830.4064877, 2.009E+00, 2.006E+01
1727769830.5142891, 2.017E+00, 2.000E+01
1727769830.6230378, 2.020E+00, 1.991E+01
1727769830.7331712, 2.016E+00, 1.999E+01
1727769830.8407488, 2.005E+00, 1.991E+01
1727769830.941233, 2.015E+00, 1.999E+01
1727769831.0656867, 2.020E+00, 2.001E+01
1727769831.173466, 2.018E+00, 1.995E+01
1727769831.2828112, 2.016E+00, 1.997E+01
1727769831.3894975, 2.016E+00, 1.997E+01
1727769831.4986637, 2.017E+00, 1.993E+01
1727769831.6091523, 2.024E+00, 2.004E+01
1727769831.716442, 2.017E+00, 1.998E+01
1727769831.8227296, 2.018E+00, 1.996E+01
1727769831.9307666, 2.012E+00, 2.000E+01
1727769832.0313125, 2.017E+00, 2.004E+01
1727769832.1372442, 2.017E+00, 2.004E+01
1727769832.2457836, 2.011E+00, 1.994E+01
1727769832.3693845, 2.012E+00, 1.999E+01
1727769832.4770973, 2.015E+00, 1.997E+01
1727769832.5774274, 2.009E+00, 1.994E+01
1727769832.6882071, 2.017E+00, 1.995E+01
1727769832.796742, 2.012E+00, 1.998E+01
1727769832.9105504, 2.015E+00, 2.001E+01
1727769833.012198, 2.017E+00, 1.999E+01
1727769833.1203227, 2.015E+00, 1.995E+01
1727769833.2348094, 2.017E+00, 2.004E+01
1727769833.342027, 2.012E+00, 2.000E+01
1727769833.4500186, 2.002E+00, 1.997E+01
1727769833.5670857, 2.016E+00, 1.996E+01
1727769833.6805842, 2.007E+00, 1.996E+01
1727769833.7894645, 2.007E+00, 1.996E+01
1727769833.8999236, 2.023E+00, 2.002E+01
1727769834.0004544, 2.015E+00, 1.998E+01
1727769834.115552, 2.015E+00, 1.998E+01
1727769834.22625, 2.017E+00, 2.003E+01
1727769834.3268528, 2.012E+00, 2.000E+01
1727769834.4426053, 2.015E+00, 2.001E+01
1727769834.550382, 2.019E+00, 1.995E+01
1727769834.6603138, 2.010E+00, 1.993E+01
1727769834.771924, 2.009E+00, 1.998E+01
1727769834.8797507, 2.010E+00, 1.997E+01
1727769834.98526, 2.015E+00, 2.003E+01
1727769835.1031277, 2.012E+00, 2.000E+01
1727769835.2233374, 2.010E+00, 2.001E+01
1727769835.3255024, 2.022E+00, 1.995E+01
1727769835.4382305, 2.018E+00, 2.007E+01
1727769835.5455055, 2.010E+00, 2.002E+01
1727769835.6534493, 2.024E+00, 1.995E+01
1727769835.7693775, 2.018E+00, 1.995E+01
1727769835.8789024, 2.024E+00, 2.000E+01
1727769835.9876268, 2.013E+00, 1.990E+01
1727769836.1036673, 2.010E+00, 1.998E+01
1727769836.211388, 2.007E+00, 1.993E+01
1727769836.3189995, 2.009E+00, 1.996E+01
1727769836.4287734, 2.012E+00, 1.989E+01
1727769836.5351748, 2.012E+00, 1.998E+01
1727769836.636786, 2.010E+00, 2.000E+01
1727769836.7502239, 2.016E+00, 1.994E+01
1727769836.8632343, 2.012E+00, 1.999E+01
1727769836.9764407, 2.022E+00, 2.000E+01
1727769837.084014, 2.010E+00, 2.000E+01
1727769837.1844072, 2.025E+00, 1.998E+01
1727769837.3048687, 2.011E+00, 2.001E+01
1727769837.4062355, 2.016E+00, 2.005E+01
1727769837.5155942, 2.011E+00, 1.994E+01
1727769837.6248999, 2.019E+00, 2.002E+01
1727769837.74187, 2.010E+00, 1.999E+01
1727769837.842745, 2.015E+00, 2.004E+01
1727769837.9570193, 2.017E+00, 1.997E+01
1727769838.0622108, 2.022E+00, 1.991E+01
1727769838.169615, 2.018E+00, 2.002E+01
1727769838.279362, 2.010E+00, 1.999E+01
1727769838.3949504, 2.009E+00, 2.006E+01
1727769838.5026612, 2.016E+00, 1.998E+01
1727769838.6127844, 2.018E+00, 2.000E+01
1727769838.7217548, 2.009E+00, 2.001E+01
1727769838.8304012, 2.023E+00, 1.996E+01
1727769838.937206, 2.016E+00, 1.993E+01
1727769839.0420768, 2.011E+00, 2.000E+01
1727769839.1523323, 2.020E+00, 1.999E+01
1727769839.2594228, 2.016E+00, 2.000E+01
1727769839.360266, 2.018E+00, 1.990E+01
1727769839.475095, 2.007E+00, 1.997E+01
1727769839.5817935, 2.011E+00, 1.996E+01
1727769839.6879292, 2.007E+00, 2.003E+01
1727769839.796972, 2.004E+00, 1.998E+01
1727769839.9041965, 2.017E+00, 2.000E+01
1727769840.0116959, 2.022E+00, 1.999E+01
1727769840.1256468, 2.006E+00, 1.996E+01
1727769840.2439644, 2.010E+00, 2.000E+01
1727769840.3507743, 2.006E+00, 2.011E+01
1727769840.460641, 2.010E+00, 1.998E+01
1727769840.5722115, 2.022E+00, 2.002E+01
1727769840.6828613, 2.015E+00, 1.995E+01
1727769840.803966, 2.010E+00, 1.999E+01
1727769840.9041908, 2.008E+00, 1.998E+01
1727769841.0115223, 2.006E+00, 1.998E+01
1727769841.1201706, 2.011E+00, 1.996E+01
1727769841.2304695, 2.010E+00, 2.002E+01
1727769841.339199, 2.016E+00, 2.000E+01
1727769841.4496095, 2.023E+00, 1.996E+01
1727769841.549853, 2.010E+00, 1.998E+01
1727769841.660398, 2.020E+00, 1.998E+01
1727769841.7662663, 2.013E+00, 1.993E+01
1727769841.8793309, 2.006E+00, 1.996E+01
1727769841.97993, 2.011E+00, 1.998E+01
1727769842.09377, 2.006E+00, 1.988E+01
1727769842.209597, 2.013E+00, 2.001E+01
1727769842.3149247, 2.012E+00, 2.001E+01
1727769842.4307027, 2.012E+00, 2.001E+01
1727769842.5408247, 2.012E+00, 1.997E+01
1727769842.6485932, 2.019E+00, 1.994E+01
1727769842.7553768, 2.011E+00, 1.999E+01
1727769842.8667347, 2.003E+00, 1.999E+01
1727769842.9677641, 2.017E+00, 2.004E+01
1727769843.0814776, 2.016E+00, 2.001E+01
1727769843.1831625, 2.017E+00, 2.000E+01
1727769843.2973776, 2.005E+00, 2.000E+01
1727769843.4041364, 2.016E+00, 1.996E+01
1727769843.5179794, 2.016E+00, 2.001E+01
1727769843.6237738, 2.016E+00, 1.994E+01
1727769843.725101, 2.016E+00, 2.000E+01
1727769843.8340824, 2.018E+00, 1.999E+01
1727769843.9470785, 2.011E+00, 1.997E+01
1727769844.0549595, 2.030E+00, 1.995E+01
1727769844.1663184, 2.013E+00, 1.996E+01
1727769844.2766433, 2.012E+00, 1.993E+01
1727769844.3822937, 2.026E+00, 1.997E+01
1727769844.489807, 2.020E+00, 2.004E+01
1727769844.5967636, 2.025E+00, 2.004E+01
1727769844.7115219, 2.011E+00, 1.996E+01
1727769844.8238842, 2.012E+00, 1.995E+01
1727769844.9348562, 2.013E+00, 1.996E+01
1727769845.0445514, 2.010E+00, 2.000E+01
1727769845.1518881, 2.019E+00, 1.999E+01
1727769845.2632458, 2.020E+00, 1.996E+01
1727769845.3638096, 2.012E+00, 1.999E+01
1727769845.4722867, 2.019E+00, 1.997E+01
1727769845.5884926, 2.009E+00, 2.000E+01
1727769845.701824, 2.015E+00, 1.998E+01
1727769845.8109667, 2.016E+00, 1.994E+01
1727769845.930076, 2.018E+00, 1.996E+01
1727769846.0423448, 2.018E+00, 2.000E+01
1727769846.150106, 2.015E+00, 1.999E+01
1727769846.2564616, 2.012E+00, 2.004E+01
1727769846.36147, 2.012E+00, 1.997E+01
1727769846.4744973, 2.018E+00, 1.998E+01
1727769846.5805628, 2.027E+00, 2.001E+01
1727769846.6974456, 2.017E+00, 2.002E+01
1727769846.8060036, 2.008E+00, 2.000E+01
1727769846.9118998, 2.019E+00, 2.001E+01
1727769847.0191674, 2.007E+00, 2.005E+01
1727769847.128542, 2.016E+00, 2.002E+01
1727769847.2364025, 2.012E+00, 2.001E+01
1727769847.3390856, 2.015E+00, 2.000E+01
1727769847.4537687, 2.015E+00, 2.000E+01
1727769847.559933, 2.013E+00, 2.001E+01
1727769847.66943, 2.026E+00, 1.995E+01
1727769847.781348, 2.019E+00, 2.001E+01
1727769847.889174, 2.017E+00, 1.993E+01
1727769847.9899497, 2.012E+00, 1.998E+01
1727769848.1034625, 2.012E+00, 1.997E+01
1727769848.210826, 2.010E+00, 1.996E+01
1727769848.3228898, 2.012E+00, 1.998E+01
1727769848.4242542, 2.015E+00, 2.000E+01
1727769848.5414839, 2.011E+00, 1.991E+01
1727769848.6498318, 2.012E+00, 1.998E+01
1727769848.7610147, 2.025E+00, 1.999E+01
1727769848.8649013, 2.012E+00, 1.999E+01
1727769848.9794955, 2.026E+00, 1.997E+01
1727769849.087476, 2.010E+00, 1.994E+01
1727769849.1933756, 2.018E+00, 1.999E+01
1727769849.3006706, 2.011E+00, 1.997E+01
1727769849.4128578, 2.019E+00, 1.995E+01
1727769849.5189483, 2.015E+00, 2.004E+01
1727769849.627399, 2.005E+00, 2.000E+01
1727769849.730172, 2.017E+00, 1.998E+01
1727769849.8440397, 2.016E+00, 1.998E+01
1727769849.9510443, 2.017E+00, 1.995E+01
1727769850.0586634, 2.016E+00, 1.999E+01
1727769850.1738923, 2.006E+00, 1.999E+01
1727769850.2833312, 2.003E+00, 1.996E+01
1727769850.3835857, 2.018E+00, 1.997E+01
1727769850.4913075, 2.023E+00, 2.000E+01
1727769850.6096497, 2.002E+00, 1.999E+01
1727769850.7227874, 2.012E+00, 2.001E+01
1727769850.832571, 2.018E+00, 1.993E+01
1727769850.9407258, 2.015E+00, 1.996E+01
1727769851.0576687, 2.016E+00, 1.995E+01
1727769851.1789603, 2.006E+00, 2.001E+01
1727769851.279426, 2.015E+00, 1.995E+01
1727769851.3867295, 2.010E+00, 1.997E+01
1727769851.5066717, 1.998E+00, 1.998E+01
1727769851.6125476, 2.013E+00, 2.003E+01
1727769851.7204533, 2.006E+00, 1.997E+01
1727769851.8272412, 2.011E+00, 1.997E+01
1727769851.935004, 2.016E+00, 1.999E+01
1727769852.042244, 2.015E+00, 1.999E+01
1727769852.1453402, 2.011E+00, 2.004E+01
1727769852.2550294, 2.018E+00, 1.995E+01
1727769852.368593, 2.017E+00, 2.001E+01
1727769852.4787092, 2.015E+00, 2.005E+01
1727769852.5940092, 2.004E+00, 1.995E+01
1727769852.7030165, 2.012E+00, 1.996E+01
1727769852.8128033, 2.016E+00, 1.997E+01
1727769852.9223006, 2.016E+00, 2.000E+01
1727769853.0395675, 2.025E+00, 1.990E+01
1727769853.150012, 2.010E+00, 2.001E+01
1727769853.2585607, 2.013E+00, 1.999E+01
1727769853.3733616, 2.022E+00, 1.993E+01
1727769853.4827404, 2.016E+00, 1.999E+01
1727769853.5895946, 2.009E+00, 1.997E+01
1727769853.6901383, 2.011E+00, 1.997E+01
1727769853.7993183, 2.018E+00, 1.995E+01
1727769853.9137442, 2.015E+00, 1.999E+01
1727769854.0199742, 2.016E+00, 2.009E+01
1727769854.1360657, 2.015E+00, 1.993E+01
1727769854.2436767, 2.012E+00, 1.999E+01
1727769854.3522162, 2.023E+00, 1.997E+01
1727769854.459692, 2.010E+00, 1.990E+01
1727769854.5664861, 2.020E+00, 1.996E+01
1727769854.674687, 2.017E+00, 2.000E+01
1727769854.7803361, 2.023E+00, 2.001E+01
1727769854.887433, 2.012E+00, 2.000E+01
1727769854.994495, 2.012E+00, 2.000E+01
1727769855.1021447, 2.008E+00, 2.001E+01
1727769855.2091992, 2.019E+00, 1.993E+01
1727769855.3097954, 2.020E+00, 2.002E+01
1727769855.4175768, 2.005E+00, 1.998E+01
1727769855.530143, 2.017E+00, 2.007E+01
1727769855.630494, 2.013E+00, 2.001E+01
1727769855.7445128, 2.017E+00, 1.998E+01
1727769855.8453248, 2.017E+00, 1.999E+01
1727769855.9519293, 2.015E+00, 1.996E+01
1727769856.0683765, 2.015E+00, 1.993E+01
1727769856.1746504, 2.018E+00, 1.990E+01
1727769856.2813013, 2.010E+00, 1.999E+01
1727769856.390636, 2.023E+00, 2.000E+01
1727769856.5144916, 2.023E+00, 1.994E+01
1727769856.6287482, 2.010E+00, 2.004E+01
1727769856.738623, 2.010E+00, 2.000E+01
1727769856.8539472, 2.017E+00, 2.000E+01
1727769856.9754314, 2.008E+00, 2.002E+01
1727769857.0820434, 2.010E+00, 1.999E+01
1727769857.1890123, 2.018E+00, 1.998E+01
1727769857.297201, 2.013E+00, 1.997E+01
1727769857.4036326, 2.019E+00, 1.999E+01
1727769857.5107338, 2.015E+00, 1.997E+01
1727769857.6197999, 2.012E+00, 2.007E+01
1727769857.727231, 2.020E+00, 1.996E+01
1727769857.828017, 2.016E+00, 1.997E+01
1727769857.9424438, 2.011E+00, 2.000E+01
1727769858.0429137, 2.010E+00, 2.000E+01
1727769858.1522217, 2.010E+00, 2.000E+01
1727769858.2559974, 2.020E+00, 2.000E+01
1727769858.37277, 2.029E+00, 1.988E+01
1727769858.47351, 2.011E+00, 2.009E+01
1727769858.5864487, 2.022E+00, 1.998E+01
1727769858.6867816, 2.026E+00, 1.998E+01
1727769858.7937572, 2.015E+00, 2.002E+01
1727769858.9018295, 2.009E+00, 2.003E+01
1727769859.0084317, 2.010E+00, 1.998E+01
1727769859.1174157, 2.029E+00, 1.996E+01
1727769859.239295, 2.019E+00, 1.999E+01
1727769859.3481762, 2.006E+00, 1.998E+01
1727769859.4551463, 2.016E+00, 1.991E+01
1727769859.57451, 2.024E+00, 1.998E+01
1727769859.6821294, 2.019E+00, 1.995E+01
1727769859.7917898, 2.018E+00, 2.000E+01
1727769859.91242, 2.009E+00, 2.000E+01
1727769860.0206225, 2.015E+00, 1.994E+01
1727769860.127879, 2.036E+00, 1.993E+01
1727769860.2307444, 2.011E+00, 1.997E+01
1727769860.3387878, 2.015E+00, 1.998E+01
1727769860.4486394, 2.011E+00, 1.996E+01
1727769860.556475, 2.013E+00, 1.994E+01
1727769860.6576228, 2.011E+00, 2.002E+01
1727769860.7761912, 2.017E+00, 1.999E+01
1727769860.8856814, 2.008E+00, 1.998E+01
1727769860.9910219, 2.009E+00, 1.995E+01
1727769861.0917616, 2.023E+00, 1.998E+01
1727769861.1987782, 2.006E+00, 1.994E+01
1727769861.313699, 2.024E+00, 2.002E+01
1727769861.4312832, 2.017E+00, 2.000E+01
1727769861.5409148, 2.026E+00, 2.001E+01
1727769861.6488235, 2.019E+00, 2.002E+01
1727769861.7561574, 2.019E+00, 2.000E+01
1727769861.8689322, 2.017E+00, 2.000E+01
1727769861.983869, 2.012E+00, 2.000E+01
1727769862.0911012, 2.025E+00, 1.999E+01
1727769862.2029245, 2.017E+00, 2.001E+01
1727769862.3114903, 2.017E+00, 1.999E+01
1727769862.4186015, 2.022E+00, 1.998E+01
1727769862.5417607, 2.019E+00, 1.999E+01
1727769862.651841, 2.006E+00, 2.000E+01
1727769862.7574341, 2.011E+00, 1.997E+01
1727769862.86318, 2.026E+00, 2.004E+01
1727769862.9715629, 2.017E+00, 1.996E+01
1727769863.0732043, 2.012E+00, 1.996E+01
1727769863.1866307, 2.008E+00, 2.002E+01
1727769863.2925115, 2.018E+00, 1.990E+01
1727769863.4052334, 2.006E+00, 1.998E+01
1727769863.5054388, 2.019E+00, 1.998E+01
1727769863.6193461, 2.006E+00, 2.002E+01
1727769863.7200613, 2.010E+00, 1.994E+01
1727769863.8277524, 2.004E+00, 1.996E+01
1727769863.9354575, 2.010E+00, 1.997E+01
1727769864.0470057, 2.019E+00, 2.003E+01
1727769864.1614795, 2.005E+00, 1.990E+01
1727769864.262431, 2.009E+00, 1.999E+01
1727769864.3744898, 2.010E+00, 1.998E+01
1727769864.4822583, 2.013E+00, 1.995E+01
1727769864.5897965, 2.030E+00, 2.000E+01
1727769864.6984866, 2.013E+00, 2.007E+01
1727769864.8141248, 2.017E+00, 1.997E+01
1727769864.9173646, 2.018E+00, 2.000E+01
1727769865.031161, 2.008E+00, 1.996E+01
1727769865.1474218, 2.020E+00, 2.002E+01
1727769865.2477827, 2.007E+00, 1.999E+01
1727769865.3632421, 2.023E+00, 1.994E+01
1727769865.4779189, 2.009E+00, 1.995E+01
1727769865.5861032, 2.018E+00, 2.000E+01
1727769865.6868408, 2.017E+00, 1.997E+01
1727769865.794071, 2.019E+00, 1.993E+01
1727769865.9154751, 2.011E+00, 1.999E+01
1727769866.0254939, 2.005E+00, 2.007E+01
1727769866.13472, 2.006E+00, 2.000E+01
1727769866.2449234, 2.017E+00, 2.006E+01
1727769866.3517485, 2.010E+00, 2.002E+01
1727769866.4571955, 2.008E+00, 1.996E+01
1727769866.5660353, 2.011E+00, 2.000E+01
1727769866.673668, 2.016E+00, 1.993E+01
1727769866.7803254, 2.015E+00, 1.989E+01
1727769866.886947, 2.023E+00, 2.005E+01
1727769866.9929338, 2.013E+00, 1.998E+01
1727769867.1005893, 2.016E+00, 2.000E+01
1727769867.2074552, 2.011E+00, 2.001E+01
1727769867.3082447, 2.016E+00, 1.995E+01
1727769867.4182026, 2.013E+00, 1.999E+01
1727769867.5312278, 2.012E+00, 2.000E+01
1727769867.6506033, 2.009E+00, 1.999E+01
1727769867.7678838, 2.022E+00, 1.999E+01
1727769867.8847165, 2.006E+00, 1.998E+01
1727769867.9947677, 2.010E+00, 2.006E+01
1727769868.1021807, 2.030E+00, 2.002E+01
1727769868.2142954, 2.010E+00, 2.003E+01
1727769868.3162293, 2.020E+00, 2.001E+01
1727769868.4290109, 2.018E+00, 1.990E+01
