countA, countB, T, UDC, VRF
300,1, 0.3093233108520508, -10.0, 200.0
300,0, 0.6062185764312744, -10.0, 200.0
300,0, 0.8924729824066162, -10.0, 200.0
300,0, 1.1869220733642578, -10.0, 200.0
300,0, 1.4816856384277344, -10.0, 200.0
299,0, 1.7801852226257324, -7.755102040816327, 200.0
300,0, 2.0760815143585205, -7.755102040816327, 200.0
300,0, 2.361021041870117, -7.755102040816327, 200.0
300,0, 2.6554269790649414, -7.755102040816327, 200.0
300,0, 2.952458143234253, -7.755102040816327, 200.0
300,0, 3.2371065616607666, -5.510204081632653, 200.0
299,0, 3.5299580097198486, -5.510204081632653, 200.0
300,0, 3.823575496673584, -5.510204081632653, 200.0
300,0, 4.125532865524292, -5.510204081632653, 200.0
300,0, 4.41623592376709, -5.510204081632653, 200.0
300,0, 4.692654609680176, -3.2653061224489797, 200.0
300,0, 4.985785484313965, -3.2653061224489797, 200.0
300,0, 5.277316331863403, -3.2653061224489797, 200.0
299,0, 5.561892747879028, -3.2653061224489797, 200.0
300,0, 5.858709335327148, -3.2653061224489797, 200.0
300,0, 6.144685745239258, -1.0204081632653068, 200.0
300,0, 6.431648254394531, -1.0204081632653068, 200.0
300,0, 6.722945690155029, -1.0204081632653068, 200.0
300,0, 7.015644788742065, -1.0204081632653068, 200.0
299,0, 7.3096747398376465, -1.0204081632653068, 200.0
300,0, 7.609638690948486, 1.224489795918366, 200.0
300,0, 7.904370307922363, 1.224489795918366, 200.0
300,0, 8.186448097229004, 1.224489795918366, 200.0
300,0, 8.480913877487183, 1.224489795918366, 200.0
300,0, 8.777804136276245, 1.224489795918366, 200.0
300,0, 9.067811250686646, 3.4693877551020407, 200.0
300,0, 9.356267929077148, 3.4693877551020407, 200.0
300,1, 9.641740083694458, 3.4693877551020407, 200.0
300,1, 9.934457540512085, 3.4693877551020407, 200.0
300,1, 10.217716455459595, 3.4693877551020407, 200.0
300,0, 10.515275239944458, 5.7142857142857135, 200.0
300,10, 10.803362131118774, 5.7142857142857135, 200.0
299,18, 11.091738224029541, 5.7142857142857135, 200.0
300,16, 11.382498264312744, 5.7142857142857135, 200.0
300,10, 11.671780109405518, 5.7142857142857135, 200.0
300,18, 11.95676302909851, 7.959183673469386, 200.0
300,31, 12.247899293899536, 7.959183673469386, 200.0
300,16, 12.536232948303223, 7.959183673469386, 200.0
300,28, 12.82621693611145, 7.959183673469386, 200.0
300,27, 13.123241424560547, 7.959183673469386, 200.0
300,33, 13.411243200302124, 10.204081632653061, 200.0
300,47, 13.707223653793335, 10.204081632653061, 200.0
300,43, 13.996709108352661, 10.204081632653061, 200.0
300,40, 14.278761625289917, 10.204081632653061, 200.0
300,40, 14.565035104751587, 10.204081632653061, 200.0
299,57, 14.852954149246216, 12.448979591836732, 200.0
300,48, 15.137895345687866, 12.448979591836732, 200.0
300,50, 15.429680824279785, 12.448979591836732, 200.0
300,50, 15.718270540237427, 12.448979591836732, 200.0
300,46, 16.015308380126953, 12.448979591836732, 200.0
300,53, 16.309091806411743, 14.693877551020407, 200.0
300,40, 16.592740774154663, 14.693877551020407, 200.0
300,50, 16.886213064193726, 14.693877551020407, 200.0
300,59, 17.170106410980225, 14.693877551020407, 200.0
300,41, 17.449910879135132, 14.693877551020407, 200.0
300,43, 17.75050187110901, 16.93877551020408, 200.0
299,19, 18.051810026168823, 16.93877551020408, 200.0
300,31, 18.32864546775818, 16.93877551020408, 200.0
300,13, 18.623791694641113, 16.93877551020408, 200.0
300,26, 18.924004077911377, 16.93877551020408, 200.0
300,12, 19.217575311660767, 19.183673469387752, 200.0
300,10, 19.51485800743103, 19.183673469387752, 200.0
300,10, 19.810853719711304, 19.183673469387752, 200.0
300,7, 20.10836958885193, 19.183673469387752, 200.0
300,8, 20.39590311050415, 19.183673469387752, 200.0
300,7, 20.681442737579346, 21.428571428571427, 200.0
300,9, 20.965920209884644, 21.428571428571427, 200.0
300,4, 21.254068613052368, 21.428571428571427, 200.0
300,8, 21.542863607406616, 21.428571428571427, 200.0
299,6, 21.819822311401367, 21.428571428571427, 200.0
300,6, 22.10645294189453, 23.673469387755098, 200.0
300,2, 22.397835731506348, 23.673469387755098, 200.0
300,3, 22.685858964920044, 23.673469387755098, 200.0
300,2, 22.966257333755493, 23.673469387755098, 200.0
300,5, 23.26159954071045, 23.673469387755098, 200.0
299,4, 23.544480085372925, 25.918367346938773, 200.0
300,0, 23.82965660095215, 25.918367346938773, 200.0
300,2, 24.12177324295044, 25.918367346938773, 200.0
