countA, countB, T, UDC, VRF
23V, 8*1e-6<built-in method now of type object at 0x00007FF8D81B3AB0>VOcto = 45V
300,0, 0.3072686195373535, -5.0, 370
299,0, 0.6043407917022705, -5.0, 370
300,0, 0.9002971649169922, -4.5, 370
300,0, 1.197437047958374, -4.5, 370
300,0, 1.4970667362213135, -4.0, 370
300,0, 1.7911832332611084, -4.0, 370
300,0, 2.0920329093933105, -3.5, 370
300,0, 2.3868296146392822, -3.5, 370
300,0, 2.679328203201294, -3.0, 370
300,0, 2.975663185119629, -3.0, 370
300,0, 3.273164987564087, -2.5, 370
300,0, 3.570298671722412, -2.5, 370
300,0, 3.8703253269195557, -2.0, 370
300,0, 4.157041549682617, -2.0, 370
300,0, 4.452516078948975, -1.5, 370
300,0, 4.747137069702148, -1.5, 370
300,0, 5.0401551723480225, -1.0, 370
300,0, 5.339840888977051, -1.0, 370
299,0, 5.635509729385376, -0.5, 370
300,0, 5.926711559295654, -0.5, 370
300,1, 6.215594291687012, 0.0, 370
300,0, 6.513569593429565, 0.0, 370
300,0, 6.810678958892822, 0.5, 370
300,1, 7.105526447296143, 0.5, 370
300,3, 7.4000160694122314, 1.0, 370
300,16, 7.698045015335083, 1.0, 370
300,22, 7.986279487609863, 1.5, 370
300,16, 8.279981851577759, 1.5, 370
300,19, 8.574488878250122, 2.0, 370
300,22, 8.869810104370117, 2.0, 370
300,25, 9.167753219604492, 2.5, 370
300,29, 9.465152263641357, 2.5, 370
300,14, 9.752384185791016, 3.0, 370
300,23, 10.04484486579895, 3.0, 370
300,30, 10.338730573654175, 3.5, 370
300,34, 10.633508443832397, 3.5, 370
300,28, 10.92823314666748, 4.0, 370
300,27, 11.224995613098145, 4.0, 370
300,47, 11.520266056060791, 4.5, 370
300,37, 11.815436840057373, 4.5, 370
300,39, 12.112326860427856, 4.5, 370
300,31, 12.406691312789917, 4.5, 370
300,30, 12.702344179153442, 4.0, 370
300,36, 12.998379468917847, 4.0, 370
299,31, 13.29299283027649, 3.5, 370
300,29, 13.588909387588501, 3.5, 370
299,22, 13.882482767105103, 3.0, 370
300,31, 14.176784753799438, 3.0, 370
299,18, 14.474578380584717, 2.5, 370
300,28, 14.771461963653564, 2.5, 370
300,19, 15.066701889038086, 2.0, 370
300,20, 15.352421760559082, 2.0, 370
300,15, 15.649613618850708, 1.5, 370
300,13, 15.947634220123291, 1.5, 370
300,7, 16.24512767791748, 1.0, 370
300,10, 16.54271626472473, 1.0, 370
300,4, 16.839720726013184, 0.5, 370
300,2, 17.136678457260132, 0.5, 370
300,3, 17.432918310165405, 0.0, 370
300,4, 17.731089115142822, 0.0, 370
300,1, 18.02622675895691, -0.5, 370
300,1, 18.321865797042847, -0.5, 370
300,0, 18.62184429168701, -1.0, 370
300,0, 18.91703963279724, -1.0, 370
300,0, 19.21552300453186, -1.5, 370
300,0, 19.509772777557373, -1.5, 370
300,0, 19.807140588760376, -2.0, 370
300,0, 20.102543592453003, -2.0, 370
299,0, 20.400262355804443, -2.5, 370
300,0, 20.6955406665802, -2.5, 370
299,0, 20.99368977546692, -3.0, 370
300,0, 21.291295289993286, -3.0, 370
299,0, 21.586579084396362, -3.5, 370
300,0, 21.883902072906494, -3.5, 370
299,0, 22.180264949798584, -4.0, 370
300,0, 22.478721618652344, -4.0, 370
300,0, 22.77661895751953, -4.5, 370
300,0, 23.071106672286987, -4.5, 370
300,0, 23.36540722846985, -5.0, 370
300,0, 23.662299394607544, -5.0, 370
300,0, 23.95979070663452, -5.0, 371
300,0, 24.25574541091919, -5.0, 371
300,0, 24.54207158088684, -4.5, 371
300,0, 24.826921701431274, -4.5, 371
300,0, 25.121530771255493, -4.0, 371
300,0, 25.418426752090454, -4.0, 371
300,0, 25.701603889465332, -3.5, 371
