time.time() c1rms c3rms c1pp c3pp
1725457389.564524 8.6390E-01 1.4075E+00 2.4888E+00 4.0147E+00
1725457389.7642088 8.6389E-01 1.4075E+00 2.4899E+00 4.0131E+00
1725457389.9664736 8.6385E-01 1.4076E+00 2.4877E+00 4.0113E+00
1725457390.1682577 8.6387E-01 1.4076E+00 2.4911E+00 4.0097E+00
1725457390.410054 8.6387E-01 1.4076E+00 2.4888E+00 4.0097E+00
1725457390.630471 8.6389E-01 1.4076E+00 2.4888E+00 4.0062E+00
1725457390.844716 8.6386E-01 1.4076E+00 2.4877E+00 4.0063E+00
1725457391.055962 8.6386E-01 1.4076E+00 2.4877E+00 4.0062E+00
1725457391.263456 8.6384E-01 1.4076E+00 2.4888E+00 4.0063E+00
1725457391.4693398 8.6385E-01 1.4076E+00 2.4865E+00 4.0131E+00
1725457391.6744099 8.6388E-01 1.4075E+00 2.4877E+00 4.0079E+00
1725457391.8855364 8.6389E-01 1.4076E+00 2.4877E+00 4.0096E+00
1725457392.091894 8.6387E-01 1.4076E+00 2.4900E+00 4.0062E+00
1725457392.2993383 8.6388E-01 1.4076E+00 2.4877E+00 4.0079E+00
1725457392.5000803 8.6385E-01 1.4076E+00 2.4865E+00 4.0097E+00
1725457392.7027037 8.6390E-01 1.4076E+00 2.4922E+00 4.0096E+00
1725457392.9089773 8.6382E-01 1.4076E+00 2.4900E+00 4.0164E+00
1725457393.10794 8.6387E-01 1.4076E+00 2.4888E+00 4.0114E+00
1725457393.3078547 8.6387E-01 1.4076E+00 2.4911E+00 4.0113E+00
1725457393.5120296 8.6378E-01 1.4076E+00 2.4877E+00 4.0044E+00
1725457393.7166426 8.6383E-01 1.4076E+00 2.4888E+00 4.0079E+00
1725457393.9965696 8.6391E-01 1.4076E+00 2.4888E+00 4.0096E+00
1725457394.199293 8.6379E-01 1.4076E+00 2.4911E+00 4.0147E+00
1725457394.4033692 8.6387E-01 1.4076E+00 2.4899E+00 4.0097E+00
1725457394.605633 8.6384E-01 1.4075E+00 2.4889E+00 4.0097E+00
1725457394.8013158 8.6378E-01 1.4076E+00 2.4899E+00 4.0096E+00
1725457395.0116563 8.6386E-01 1.4076E+00 2.4865E+00 4.0079E+00
1725457395.2135417 8.6387E-01 1.4076E+00 2.4923E+00 4.0114E+00
1725457395.412442 8.6384E-01 1.4076E+00 2.4877E+00 4.0131E+00
1725457395.6081328 8.6379E-01 1.4076E+00 2.4877E+00 4.0079E+00
1725457395.8053236 8.6384E-01 1.4076E+00 2.4843E+00 4.0097E+00
1725457396.0197031 8.6381E-01 1.4076E+00 2.4899E+00 4.0148E+00
1725457396.2324865 8.6382E-01 1.4076E+00 2.4899E+00 4.0096E+00
1725457396.4341242 8.6380E-01 1.4075E+00 2.4877E+00 4.0114E+00
1725457396.6386786 8.6385E-01 1.4075E+00 2.4877E+00 4.0097E+00
1725457396.8390415 8.6389E-01 1.4075E+00 2.4888E+00 4.0097E+00
1725457397.0366778 8.6388E-01 1.4075E+00 2.4899E+00 4.0114E+00
1725457397.2810595 8.6386E-01 1.4075E+00 2.4888E+00 4.0062E+00
1725457397.4826634 8.6390E-01 1.4076E+00 2.4888E+00 4.0113E+00
1725457397.6921349 8.6392E-01 1.4076E+00 2.4911E+00 4.0148E+00
1725457397.8961222 8.6386E-01 1.4076E+00 2.4865E+00 4.0113E+00
1725457398.0978513 8.6391E-01 1.4076E+00 2.4888E+00 4.0113E+00
1725457398.315901 8.6391E-01 1.4076E+00 2.4934E+00 4.0079E+00
1725457398.5162168 8.6384E-01 1.4076E+00 2.4865E+00 4.0079E+00
1725457398.7163165 8.6386E-01 1.4075E+00 2.4888E+00 4.0097E+00
1725457398.9208252 8.6385E-01 1.4075E+00 2.4865E+00 4.0096E+00
1725457399.121763 8.6381E-01 1.4075E+00 2.4877E+00 4.0045E+00
1725457399.3267262 8.6390E-01 1.4076E+00 2.4888E+00 4.0114E+00
1725457399.5364044 8.6384E-01 1.4075E+00 2.4911E+00 4.0045E+00
1725457399.7480516 8.6391E-01 1.4076E+00 2.4911E+00 4.0096E+00
1725457399.9715827 8.6385E-01 1.4076E+00 2.4888E+00 4.0062E+00
1725457400.1846673 8.6387E-01 1.4076E+00 2.4911E+00 4.0129E+00
1725457400.3921938 8.6389E-01 1.4076E+00 2.4888E+00 4.0062E+00
1725457400.6365395 8.6390E-01 1.4075E+00 2.4888E+00 4.0097E+00
1725457400.8420537 8.6390E-01 1.4075E+00 2.4877E+00 4.0131E+00
1725457401.0426114 8.6383E-01 1.4075E+00 2.4889E+00 4.0096E+00
1725457401.243866 8.6387E-01 1.4076E+00 2.4865E+00 4.0079E+00
1725457401.4561472 8.6390E-01 1.4075E+00 2.4899E+00 4.0131E+00
1725457401.677623 8.6386E-01 1.4076E+00 2.4877E+00 4.0096E+00
1725457401.876422 8.6386E-01 1.4076E+00 2.4888E+00 4.0131E+00
1725457402.085788 8.6386E-01 1.4075E+00 2.4888E+00 4.0113E+00
1725457402.2926514 8.6388E-01 1.4075E+00 2.4888E+00 4.0062E+00
1725457402.5017765 8.6380E-01 1.4076E+00 2.4877E+00 4.0113E+00
1725457402.707922 8.6380E-01 1.4076E+00 2.4877E+00 4.0147E+00
1725457402.9126923 8.6393E-01 1.4076E+00 2.4877E+00 4.0096E+00
1725457403.1255445 8.6380E-01 1.4076E+00 2.4877E+00 4.0062E+00
1725457403.3235006 8.6385E-01 1.4076E+00 2.4865E+00 4.0097E+00
1725457403.5295017 8.6381E-01 1.4075E+00 2.4899E+00 4.0148E+00
1725457403.7333357 8.6387E-01 1.4075E+00 2.4911E+00 4.0079E+00
1725457403.9267652 8.6380E-01 1.4075E+00 2.4911E+00 4.0114E+00
1725457404.1328733 8.6381E-01 1.4075E+00 2.4899E+00 4.0096E+00
1725457404.3389769 8.6383E-01 1.4075E+00 2.4877E+00 4.0097E+00
1725457404.552635 8.6382E-01 1.4075E+00 2.4888E+00 4.0079E+00
1725457404.7638233 8.6381E-01 1.4076E+00 2.4923E+00 4.0062E+00
1725457405.0312643 8.6385E-01 1.4076E+00 2.4922E+00 4.0062E+00
1725457405.2427793 8.6385E-01 1.4076E+00 2.4888E+00 4.0079E+00
1725457405.4435794 8.6388E-01 1.4076E+00 2.4888E+00 4.0079E+00
1725457405.6536732 8.6384E-01 1.4076E+00 2.4900E+00 4.0096E+00
1725457405.8628132 8.6381E-01 1.4076E+00 2.4865E+00 4.0096E+00
1725457406.062694 8.6385E-01 1.4075E+00 2.4877E+00 4.0079E+00
1725457406.272446 8.6384E-01 1.4076E+00 2.4877E+00 4.0131E+00
1725457406.4825788 8.6389E-01 1.4076E+00 2.4911E+00 4.0131E+00
1725457406.6864483 8.6384E-01 1.4075E+00 2.4888E+00 4.0079E+00
1725457406.8865805 8.6387E-01 1.4075E+00 2.4877E+00 4.0079E+00
1725457407.0883112 8.6385E-01 1.4076E+00 2.4888E+00 4.0113E+00
1725457407.2908208 8.6386E-01 1.4076E+00 2.4865E+00 4.0131E+00
1725457407.5007935 8.6382E-01 1.4077E+00 2.4911E+00 4.0079E+00
1725457407.7129614 8.6382E-01 1.4075E+00 2.4843E+00 4.0147E+00
1725457407.9101603 8.6387E-01 1.4075E+00 2.4899E+00 4.0113E+00
1725457408.1122842 8.6384E-01 1.4075E+00 2.4934E+00 4.0079E+00
1725457408.3265193 8.6388E-01 1.4076E+00 2.4865E+00 4.0079E+00
1725457408.5299773 8.6385E-01 1.4075E+00 2.4877E+00 4.0097E+00
1725457408.7435753 8.6392E-01 1.4076E+00 2.4877E+00 4.0097E+00
1725457408.9424114 8.6385E-01 1.4076E+00 2.4911E+00 4.0079E+00
1725457409.1548054 8.6392E-01 1.4076E+00 2.4865E+00 4.0079E+00
1725457409.3635986 8.6384E-01 1.4075E+00 2.4865E+00 4.0114E+00
1725457409.5624921 8.6382E-01 1.4076E+00 2.4923E+00 4.0113E+00
1725457409.763117 8.6388E-01 1.4076E+00 2.4888E+00 4.0044E+00
1725457409.9638155 8.6387E-01 1.4076E+00 2.4899E+00 4.0062E+00
1725457410.173014 8.6385E-01 1.4075E+00 2.4899E+00 4.0062E+00
1725457410.388546 8.6379E-01 1.4076E+00 2.4911E+00 4.0113E+00
1725457410.5861113 8.6382E-01 1.4075E+00 2.4865E+00 4.0097E+00
1725457410.7864103 8.6389E-01 1.4076E+00 2.4865E+00 4.0062E+00
1725457410.992818 8.6383E-01 1.4076E+00 2.4899E+00 4.0113E+00
1725457411.1904235 8.6381E-01 1.4076E+00 2.4889E+00 4.0079E+00
1725457411.3889773 8.6389E-01 1.4075E+00 2.4888E+00 4.0097E+00
1725457411.5970886 8.6382E-01 1.4075E+00 2.4877E+00 4.0097E+00
1725457411.7976835 8.6380E-01 1.4075E+00 2.4877E+00 4.0079E+00
1725457412.0039394 8.6385E-01 1.4075E+00 2.4911E+00 4.0062E+00
1725457412.2169902 8.6384E-01 1.4075E+00 2.4865E+00 4.0079E+00
1725457412.48829 8.6389E-01 1.4075E+00 2.4911E+00 4.0062E+00
1725457412.697789 8.6388E-01 1.4075E+00 2.4899E+00 4.0096E+00
1725457412.903675 8.6382E-01 1.4075E+00 2.4877E+00 4.0164E+00
1725457413.0992274 8.6387E-01 1.4076E+00 2.4922E+00 4.0113E+00
1725457413.3029087 8.6393E-01 1.4076E+00 2.4854E+00 4.0079E+00
1725457413.5013492 8.6392E-01 1.4075E+00 2.4888E+00 4.0062E+00
1725457413.7059298 8.6388E-01 1.4076E+00 2.4911E+00 4.0164E+00
1725457413.9058945 8.6390E-01 1.4075E+00 2.4877E+00 4.0045E+00
1725457414.1136234 8.6392E-01 1.4075E+00 2.4877E+00 4.0114E+00
1725457414.318992 8.6387E-01 1.4076E+00 2.4888E+00 4.0096E+00
1725457414.522385 8.6387E-01 1.4076E+00 2.4900E+00 4.0079E+00
1725457414.7269707 8.6388E-01 1.4076E+00 2.4854E+00 4.0079E+00
1725457414.9232376 8.6387E-01 1.4075E+00 2.4888E+00 4.0113E+00
1725457415.130633 8.6388E-01 1.4075E+00 2.4899E+00 4.0097E+00
1725457415.3319104 8.6387E-01 1.4075E+00 2.4888E+00 4.0079E+00
1725457415.5265856 8.6386E-01 1.4076E+00 2.4854E+00 4.0096E+00
1725457415.7512708 8.6386E-01 1.4075E+00 2.4877E+00 4.0079E+00
1725457415.9607115 8.6382E-01 1.4075E+00 2.4865E+00 4.0096E+00
1725457416.1794121 8.6387E-01 1.4075E+00 2.4911E+00 4.0182E+00
1725457416.394101 8.6384E-01 1.4075E+00 2.4934E+00 4.0079E+00
1725457416.6085546 8.6385E-01 1.4075E+00 2.4877E+00 4.0045E+00
1725457416.8148499 8.6387E-01 1.4075E+00 2.4877E+00 4.0147E+00
1725457417.0230103 8.6385E-01 1.4075E+00 2.4865E+00 4.0079E+00
1725457417.2291758 8.6382E-01 1.4075E+00 2.4877E+00 4.0079E+00
1725457417.4359372 8.6387E-01 1.4075E+00 2.4911E+00 4.0044E+00
1725457417.6538055 8.6377E-01 1.4075E+00 2.4877E+00 4.0113E+00
1725457417.8628802 8.6380E-01 1.4075E+00 2.4865E+00 4.0131E+00
1725457418.067921 8.6385E-01 1.4076E+00 2.4865E+00 4.0096E+00
1725457418.2783713 8.6385E-01 1.4076E+00 2.4877E+00 4.0131E+00
1725457418.4837458 8.6382E-01 1.4075E+00 2.4922E+00 4.0113E+00
1725457418.6835027 8.6379E-01 1.4076E+00 2.4911E+00 4.0079E+00
1725457418.8803527 8.6376E-01 1.4075E+00 2.4877E+00 4.0062E+00
1725457419.0793555 8.6380E-01 1.4075E+00 2.4854E+00 4.0129E+00
1725457419.28935 8.6381E-01 1.4075E+00 2.4911E+00 4.0079E+00
1725457419.5347362 8.6380E-01 1.4075E+00 2.4934E+00 4.0113E+00
1725457419.734419 8.6378E-01 1.4075E+00 2.4854E+00 4.0097E+00
1725457419.932535 8.6378E-01 1.4076E+00 2.4888E+00 4.0096E+00
1725457420.1305063 8.6376E-01 1.4076E+00 2.4865E+00 4.0096E+00
1725457420.3294213 8.6379E-01 1.4075E+00 2.4933E+00 4.0114E+00
1725457420.5348032 8.6379E-01 1.4076E+00 2.4899E+00 4.0114E+00
1725457420.7438076 8.6384E-01 1.4076E+00 2.4899E+00 4.0113E+00
1725457420.9474123 8.6387E-01 1.4076E+00 2.4888E+00 4.0147E+00
1725457421.151656 8.6381E-01 1.4075E+00 2.4888E+00 4.0131E+00
1725457421.3541281 8.6387E-01 1.4075E+00 2.4865E+00 4.0096E+00
1725457421.5632842 8.6388E-01 1.4075E+00 2.4877E+00 4.0062E+00
1725457421.7647326 8.6383E-01 1.4075E+00 2.4865E+00 4.0062E+00
1725457421.9747083 8.6384E-01 1.4076E+00 2.4865E+00 4.0079E+00
1725457422.1825316 8.6381E-01 1.4075E+00 2.4911E+00 4.0147E+00
1725457422.3859878 8.6386E-01 1.4076E+00 2.4888E+00 4.0079E+00
1725457422.5892498 8.6384E-01 1.4076E+00 2.4933E+00 4.0079E+00
1725457422.8027196 8.6382E-01 1.4076E+00 2.4888E+00 4.0079E+00
1725457423.0241797 8.6384E-01 1.4076E+00 2.4900E+00 4.0114E+00
1725457423.2247643 8.6380E-01 1.4076E+00 2.4888E+00 4.0045E+00
1725457423.4247825 8.6382E-01 1.4076E+00 2.4843E+00 4.0062E+00
1725457423.6387403 8.6377E-01 1.4077E+00 2.4911E+00 4.0097E+00
1725457423.842962 8.6381E-01 1.4075E+00 2.4865E+00 4.0096E+00
1725457424.0422359 8.6380E-01 1.4076E+00 2.4865E+00 4.0079E+00
1725457424.2488222 8.6383E-01 1.4076E+00 2.4911E+00 4.0097E+00
1725457424.4501834 8.6383E-01 1.4076E+00 2.4911E+00 4.0079E+00
1725457424.6574783 8.6381E-01 1.4076E+00 2.4865E+00 4.0079E+00
1725457424.8577757 8.6381E-01 1.4076E+00 2.4899E+00 4.0062E+00
1725457425.0621912 8.6387E-01 1.4076E+00 2.4888E+00 4.0096E+00
1725457425.2653632 8.6382E-01 1.4076E+00 2.4900E+00 4.0062E+00
1725457425.4845176 8.6385E-01 1.4076E+00 2.4865E+00 4.0114E+00
1725457425.6920645 8.6384E-01 1.4076E+00 2.4934E+00 4.0131E+00
1725457425.8941808 8.6382E-01 1.4076E+00 2.4911E+00 4.0113E+00
1725457426.102779 8.6382E-01 1.4075E+00 2.4888E+00 4.0113E+00
1725457426.342913 8.6378E-01 1.4076E+00 2.4899E+00 4.0079E+00
1725457426.5501738 8.6380E-01 1.4076E+00 2.4900E+00 4.0097E+00
1725457426.7667882 8.6386E-01 1.4075E+00 2.4900E+00 4.0148E+00
1725457426.9651206 8.6381E-01 1.4076E+00 2.4922E+00 4.0148E+00
1725457427.16683 8.6381E-01 1.4076E+00 2.4922E+00 4.0062E+00
1725457427.3675985 8.6385E-01 1.4076E+00 2.4888E+00 4.0131E+00
1725457427.5724087 8.6382E-01 1.4076E+00 2.4888E+00 4.0114E+00
1725457427.7899103 8.6383E-01 1.4076E+00 2.4888E+00 4.0113E+00
1725457428.001795 8.6387E-01 1.4075E+00 2.4899E+00 4.0097E+00
1725457428.1984248 8.6383E-01 1.4075E+00 2.4888E+00 4.0129E+00
1725457428.404358 8.6380E-01 1.4075E+00 2.4911E+00 4.0044E+00
1725457428.6017613 8.6379E-01 1.4075E+00 2.4865E+00 4.0097E+00
1725457428.8056774 8.6383E-01 1.4076E+00 2.4877E+00 4.0113E+00
1725457429.008299 8.6381E-01 1.4075E+00 2.4888E+00 4.0114E+00
1725457429.2059956 8.6382E-01 1.4076E+00 2.4888E+00 4.0062E+00
1725457429.4123504 8.6379E-01 1.4076E+00 2.4933E+00 4.0131E+00
1725457429.6395319 8.6386E-01 1.4075E+00 2.4899E+00 4.0079E+00
1725457429.8449833 8.6385E-01 1.4075E+00 2.4922E+00 4.0079E+00
1725457430.0445528 8.6379E-01 1.4076E+00 2.4877E+00 4.0079E+00
1725457430.2522151 8.6384E-01 1.4076E+00 2.4877E+00 4.0113E+00
1725457430.4519415 8.6386E-01 1.4076E+00 2.4900E+00 4.0079E+00
1725457430.6508746 8.6382E-01 1.4075E+00 2.4877E+00 4.0097E+00
1725457430.8573089 8.6385E-01 1.4076E+00 2.4877E+00 4.0079E+00
1725457431.0517714 8.6383E-01 1.4076E+00 2.4923E+00 4.0079E+00
1725457431.2591994 8.6382E-01 1.4076E+00 2.4923E+00 4.0097E+00
1725457431.4580934 8.6382E-01 1.4076E+00 2.4899E+00 4.0113E+00
1725457431.65931 8.6387E-01 1.4076E+00 2.4911E+00 4.0113E+00
1725457431.8590431 8.6391E-01 1.4076E+00 2.4877E+00 4.0062E+00
1725457432.0745504 8.6383E-01 1.4075E+00 2.4865E+00 4.0097E+00
1725457432.276142 8.6384E-01 1.4076E+00 2.4899E+00 4.0062E+00
1725457432.4779444 8.6386E-01 1.4076E+00 2.4922E+00 4.0097E+00
1725457432.6804886 8.6383E-01 1.4075E+00 2.4922E+00 4.0131E+00
1725457432.8779836 8.6387E-01 1.4076E+00 2.4911E+00 4.0097E+00
1725457433.1356492 8.6388E-01 1.4075E+00 2.4888E+00 4.0114E+00
1725457433.3474677 8.6380E-01 1.4075E+00 2.4934E+00 4.0147E+00
1725457433.5482194 8.6380E-01 1.4075E+00 2.4888E+00 4.0113E+00
1725457433.7543435 8.6383E-01 1.4075E+00 2.4899E+00 4.0079E+00
1725457433.9561965 8.6376E-01 1.4075E+00 2.4877E+00 4.0062E+00
1725457434.166885 8.6379E-01 1.4076E+00 2.4877E+00 4.0062E+00
1725457434.3713326 8.6383E-01 1.4076E+00 2.4911E+00 4.0113E+00
1725457434.570657 8.6374E-01 1.4075E+00 2.4923E+00 4.0079E+00
1725457434.774292 8.6382E-01 1.4075E+00 2.4900E+00 4.0044E+00
1725457434.9695382 8.6386E-01 1.4075E+00 2.4899E+00 4.0097E+00
1725457435.178139 8.6380E-01 1.4075E+00 2.4991E+00 4.0148E+00
1725457435.3810556 8.6387E-01 1.4076E+00 2.4899E+00 4.0114E+00
1725457435.5922863 8.6382E-01 1.4075E+00 2.4899E+00 4.0044E+00
1725457435.7961466 8.6384E-01 1.4076E+00 2.4865E+00 4.0062E+00
1725457435.9938838 8.6383E-01 1.4075E+00 2.4877E+00 4.0114E+00
1725457436.1999197 8.6381E-01 1.4076E+00 2.4854E+00 4.0079E+00
1725457436.4035022 8.6385E-01 1.4076E+00 2.4934E+00 4.0062E+00
1725457436.6079621 8.6378E-01 1.4076E+00 2.4888E+00 4.0113E+00
1725457436.8091156 8.6382E-01 1.4076E+00 2.4877E+00 4.0147E+00
1725457437.0471592 8.6384E-01 1.4076E+00 2.4877E+00 4.0062E+00
1725457437.2582638 8.6380E-01 1.4076E+00 2.4843E+00 4.0044E+00
1725457437.4714022 8.6379E-01 1.4076E+00 2.4877E+00 4.0097E+00
1725457437.6717198 8.6381E-01 1.4076E+00 2.4911E+00 4.0097E+00
1725457437.8758798 8.6382E-01 1.4075E+00 2.4911E+00 4.0079E+00
1725457438.0801284 8.6379E-01 1.4076E+00 2.4922E+00 4.0079E+00
1725457438.288481 8.6380E-01 1.4076E+00 2.4865E+00 4.0079E+00
1725457438.4962742 8.6378E-01 1.4075E+00 2.4865E+00 4.0079E+00
1725457438.707402 8.6378E-01 1.4075E+00 2.4957E+00 4.0079E+00
1725457438.9093015 8.6382E-01 1.4076E+00 2.4934E+00 4.0044E+00
1725457439.108349 8.6386E-01 1.4075E+00 2.4854E+00 4.0097E+00
1725457439.3157642 8.6384E-01 1.4075E+00 2.4877E+00 4.0079E+00
1725457439.5144007 8.6385E-01 1.4075E+00 2.4888E+00 4.0097E+00
1725457439.7161872 8.6380E-01 1.4075E+00 2.4888E+00 4.0114E+00
1725457439.9262109 8.6385E-01 1.4075E+00 2.4899E+00 4.0131E+00
1725457440.1554098 8.6386E-01 1.4075E+00 2.4899E+00 4.0079E+00
1725457440.35124 8.6381E-01 1.4076E+00 2.4865E+00 4.0096E+00
1725457440.5642383 8.6380E-01 1.4075E+00 2.4911E+00 4.0097E+00
1725457440.7726045 8.6378E-01 1.4075E+00 2.4888E+00 4.0097E+00
1725457440.9857454 8.6380E-01 1.4076E+00 2.4865E+00 4.0131E+00
1725457441.2326913 8.6377E-01 1.4075E+00 2.4843E+00 4.0079E+00
1725457441.44151 8.6382E-01 1.4075E+00 2.4923E+00 4.0113E+00
1725457441.6467571 8.6379E-01 1.4075E+00 2.4888E+00 4.0062E+00
1725457441.8449416 8.6379E-01 1.4075E+00 2.4877E+00 4.0097E+00
1725457442.0460107 8.6386E-01 1.4075E+00 2.4877E+00 4.0079E+00
1725457442.2439122 8.6386E-01 1.4075E+00 2.4888E+00 4.0079E+00
1725457442.450154 8.6380E-01 1.4076E+00 2.4877E+00 4.0079E+00
1725457442.6607254 8.6386E-01 1.4076E+00 2.4888E+00 4.0096E+00
1725457442.8644476 8.6381E-01 1.4076E+00 2.4888E+00 4.0114E+00
1725457443.06631 8.6388E-01 1.4075E+00 2.4865E+00 4.0131E+00
1725457443.267223 8.6386E-01 1.4075E+00 2.4911E+00 4.0164E+00
1725457443.4654918 8.6377E-01 1.4075E+00 2.4922E+00 4.0131E+00
1725457443.6702864 8.6387E-01 1.4076E+00 2.4877E+00 4.0044E+00
1725457443.8753397 8.6385E-01 1.4075E+00 2.4854E+00 4.0131E+00
1725457444.0849216 8.6382E-01 1.4075E+00 2.4911E+00 4.0113E+00
1725457444.2928517 8.6387E-01 1.4076E+00 2.4888E+00 4.0113E+00
1725457444.5107753 8.6383E-01 1.4076E+00 2.4899E+00 4.0114E+00
1725457444.7211056 8.6391E-01 1.4076E+00 2.4865E+00 4.0079E+00
1725457444.9245389 8.6389E-01 1.4076E+00 2.4888E+00 4.0062E+00
1725457445.131254 8.6387E-01 1.4076E+00 2.4911E+00 4.0131E+00
1725457445.34257 8.6387E-01 1.4075E+00 2.4865E+00 4.0113E+00
1725457445.5447824 8.6387E-01 1.4075E+00 2.4865E+00 4.0097E+00
1725457445.747388 8.6392E-01 1.4075E+00 2.4865E+00 4.0114E+00
1725457445.9461224 8.6392E-01 1.4076E+00 2.4865E+00 4.0097E+00
1725457446.149372 8.6385E-01 1.4075E+00 2.4877E+00 4.0062E+00
1725457446.3478851 8.6383E-01 1.4075E+00 2.4899E+00 4.0062E+00
1725457446.560242 8.6387E-01 1.4076E+00 2.4865E+00 4.0079E+00
1725457446.7716503 8.6382E-01 1.4076E+00 2.4922E+00 4.0113E+00
1725457446.9812236 8.6383E-01 1.4076E+00 2.4899E+00 4.0079E+00
1725457447.1875932 8.6380E-01 1.4076E+00 2.4865E+00 4.0114E+00
1725457447.3859382 8.6383E-01 1.4076E+00 2.4854E+00 4.0147E+00
1725457447.592109 8.6388E-01 1.4075E+00 2.4865E+00 4.0131E+00
1725457447.793091 8.6385E-01 1.4075E+00 2.4865E+00 4.0079E+00
1725457447.9980197 8.6384E-01 1.4075E+00 2.4877E+00 4.0129E+00
1725457448.20863 8.6385E-01 1.4075E+00 2.4877E+00 4.0079E+00
1725457448.4153378 8.6387E-01 1.4075E+00 2.4865E+00 4.0096E+00
1725457448.624024 8.6385E-01 1.4075E+00 2.4911E+00 4.0097E+00
1725457448.828481 8.6391E-01 1.4076E+00 2.4899E+00 4.0096E+00
1725457449.0322516 8.6383E-01 1.4075E+00 2.4923E+00 4.0131E+00
1725457449.2275414 8.6389E-01 1.4075E+00 2.4888E+00 4.0096E+00
1725457449.4296737 8.6385E-01 1.4075E+00 2.4888E+00 4.0062E+00
1725457449.6431465 8.6386E-01 1.4075E+00 2.4911E+00 4.0096E+00
1725457449.848156 8.6386E-01 1.4075E+00 2.4934E+00 4.0062E+00
1725457450.049451 8.6386E-01 1.4075E+00 2.4945E+00 4.0079E+00
1725457450.2693098 8.6387E-01 1.4075E+00 2.4865E+00 4.0079E+00
1725457450.473595 8.6388E-01 1.4075E+00 2.4877E+00 4.0097E+00
1725457450.6825526 8.6381E-01 1.4075E+00 2.4865E+00 4.0062E+00
1725457450.8777204 8.6383E-01 1.4075E+00 2.4911E+00 4.0062E+00
1725457451.076624 8.6389E-01 1.4075E+00 2.4911E+00 4.0129E+00
1725457451.28074 8.6389E-01 1.4075E+00 2.4899E+00 4.0097E+00
1725457451.4774263 8.6385E-01 1.4075E+00 2.4899E+00 4.0097E+00
1725457451.679616 8.6379E-01 1.4075E+00 2.4888E+00 4.0097E+00
1725457451.883035 8.6385E-01 1.4075E+00 2.4923E+00 4.0147E+00
1725457452.0930927 8.6377E-01 1.4075E+00 2.4865E+00 4.0045E+00
1725457452.3454077 8.6385E-01 1.4076E+00 2.4968E+00 4.0096E+00
1725457452.5517683 8.6388E-01 1.4076E+00 2.4865E+00 4.0097E+00
1725457452.755224 8.6385E-01 1.4076E+00 2.4899E+00 4.0097E+00
1725457452.9730258 8.6384E-01 1.4075E+00 2.4888E+00 4.0131E+00
1725457453.1749597 8.6389E-01 1.4076E+00 2.4900E+00 4.0079E+00
1725457453.3731582 8.6387E-01 1.4076E+00 2.4877E+00 4.0131E+00
1725457453.5762632 8.6380E-01 1.4075E+00 2.4899E+00 4.0079E+00
1725457453.7779267 8.6389E-01 1.4075E+00 2.4900E+00 4.0147E+00
1725457453.9843788 8.6392E-01 1.4075E+00 2.4888E+00 4.0062E+00
1725457454.1849687 8.6384E-01 1.4075E+00 2.4854E+00 4.0062E+00
1725457454.3891637 8.6387E-01 1.4075E+00 2.4877E+00 4.0097E+00
1725457454.6022491 8.6384E-01 1.4076E+00 2.4911E+00 4.0164E+00
1725457454.8050551 8.6388E-01 1.4075E+00 2.4911E+00 4.0097E+00
1725457455.0051146 8.6385E-01 1.4075E+00 2.4923E+00 4.0079E+00
1725457455.2122483 8.6390E-01 1.4074E+00 2.4888E+00 4.0097E+00
1725457455.4227116 8.6386E-01 1.4075E+00 2.4854E+00 4.0096E+00
1725457455.6257157 8.6385E-01 1.4075E+00 2.4933E+00 4.0096E+00
1725457455.833775 8.6388E-01 1.4075E+00 2.4911E+00 4.0097E+00
1725457456.04285 8.6391E-01 1.4075E+00 2.4888E+00 4.0079E+00
1725457456.252735 8.6383E-01 1.4076E+00 2.4899E+00 4.0097E+00
1725457456.473667 8.6388E-01 1.4075E+00 2.4888E+00 4.0113E+00
1725457456.6828659 8.6388E-01 1.4075E+00 2.4877E+00 4.0097E+00
1725457456.8884008 8.6392E-01 1.4075E+00 2.4899E+00 4.0131E+00
1725457457.093471 8.6388E-01 1.4076E+00 2.4877E+00 4.0063E+00
1725457457.301195 8.6389E-01 1.4075E+00 2.4865E+00 4.0097E+00
1725457457.498053 8.6385E-01 1.4076E+00 2.4888E+00 4.0079E+00
1725457457.7055545 8.6393E-01 1.4076E+00 2.4923E+00 4.0079E+00
1725457457.903194 8.6395E-01 1.4075E+00 2.4911E+00 4.0044E+00
1725457458.1074119 8.6388E-01 1.4075E+00 2.4877E+00 4.0097E+00
1725457458.3107014 8.6386E-01 1.4075E+00 2.4877E+00 4.0079E+00
1725457458.5090375 8.6384E-01 1.4075E+00 2.4923E+00 4.0062E+00
1725457458.7147992 8.6390E-01 1.4075E+00 2.4888E+00 4.0062E+00
1725457458.9169228 8.6394E-01 1.4075E+00 2.4899E+00 4.0147E+00
1725457459.117318 8.6382E-01 1.4075E+00 2.4877E+00 4.0097E+00
1725457459.3362057 8.6390E-01 1.4075E+00 2.4877E+00 4.0131E+00
1725457459.5482304 8.6388E-01 1.4075E+00 2.4922E+00 4.0079E+00
1725457459.7836018 8.6390E-01 1.4075E+00 2.4888E+00 4.0097E+00
1725457459.9951422 8.6385E-01 1.4075E+00 2.4865E+00 4.0113E+00
1725457460.1925373 8.6386E-01 1.4075E+00 2.4877E+00 4.0062E+00
1725457460.3977787 8.6388E-01 1.4075E+00 2.4922E+00 4.0147E+00
