time.time() c1rms c3rms c1pp c3pp
1725456807.3096435 8.6384E-01 1.4077E+00 2.4877E+00 4.0097E+00
1725456807.512646 8.6387E-01 1.4077E+00 2.4888E+00 4.0079E+00
1725456807.7270038 8.6387E-01 1.4077E+00 2.4877E+00 4.0062E+00
1725456807.93645 8.6385E-01 1.4076E+00 2.4900E+00 4.0079E+00
1725456808.1419594 8.6389E-01 1.4075E+00 2.4899E+00 4.0114E+00
1725456808.3502822 8.6388E-01 1.4076E+00 2.4877E+00 4.0113E+00
1725456808.5480852 8.6390E-01 1.4076E+00 2.4888E+00 4.0097E+00
1725456808.7628016 8.6386E-01 1.4076E+00 2.4899E+00 4.0062E+00
1725456808.969401 8.6387E-01 1.4076E+00 2.4888E+00 4.0097E+00
1725456809.1732683 8.6383E-01 1.4075E+00 2.4934E+00 4.0097E+00
1725456809.3741777 8.6380E-01 1.4076E+00 2.4877E+00 4.0079E+00
1725456809.576618 8.6382E-01 1.4076E+00 2.4888E+00 4.0096E+00
1725456809.7864623 8.6387E-01 1.4075E+00 2.4900E+00 4.0114E+00
1725456809.9925995 8.6389E-01 1.4076E+00 2.4877E+00 4.0079E+00
1725456810.1957378 8.6391E-01 1.4076E+00 2.4899E+00 4.0079E+00
1725456810.3937902 8.6382E-01 1.4076E+00 2.4877E+00 4.0079E+00
1725456810.5956256 8.6388E-01 1.4076E+00 2.4854E+00 4.0097E+00
1725456810.795544 8.6389E-01 1.4076E+00 2.4865E+00 4.0147E+00
1725456810.9917908 8.6383E-01 1.4076E+00 2.4888E+00 4.0113E+00
1725456811.1946025 8.6386E-01 1.4076E+00 2.4911E+00 4.0079E+00
1725456811.39541 8.6388E-01 1.4076E+00 2.4911E+00 4.0079E+00
1725456811.61073 8.6384E-01 1.4076E+00 2.4934E+00 4.0096E+00
1725456811.8182027 8.6384E-01 1.4076E+00 2.4865E+00 4.0113E+00
1725456812.0424867 8.6392E-01 1.4076E+00 2.4934E+00 4.0097E+00
1725456812.250602 8.6388E-01 1.4077E+00 2.4877E+00 4.0164E+00
1725456812.4541893 8.6391E-01 1.4076E+00 2.4911E+00 4.0097E+00
1725456812.6547945 8.6389E-01 1.4076E+00 2.4899E+00 4.0062E+00
1725456812.8594537 8.6385E-01 1.4076E+00 2.4888E+00 4.0131E+00
1725456813.0594654 8.6392E-01 1.4075E+00 2.4854E+00 4.0114E+00
1725456813.265459 8.6389E-01 1.4075E+00 2.4877E+00 4.0062E+00
1725456813.4678094 8.6388E-01 1.4076E+00 2.4877E+00 4.0131E+00
1725456813.6674259 8.6385E-01 1.4075E+00 2.4900E+00 4.0079E+00
1725456813.8695407 8.6391E-01 1.4076E+00 2.4888E+00 4.0062E+00
1725456814.0691843 8.6383E-01 1.4075E+00 2.4900E+00 4.0097E+00
1725456814.2733848 8.6387E-01 1.4076E+00 2.4900E+00 4.0113E+00
1725456814.4797676 8.6389E-01 1.4076E+00 2.4843E+00 4.0113E+00
1725456814.6918938 8.6387E-01 1.4075E+00 2.4888E+00 4.0079E+00
1725456814.8926177 8.6391E-01 1.4076E+00 2.4888E+00 4.0079E+00
1725456815.0942736 8.6385E-01 1.4076E+00 2.4888E+00 4.0062E+00
1725456815.2997398 8.6386E-01 1.4075E+00 2.4877E+00 4.0062E+00
1725456815.4987266 8.6390E-01 1.4076E+00 2.4900E+00 4.0114E+00
1725456815.7875695 8.6387E-01 1.4075E+00 2.4877E+00 4.0114E+00
1725456815.998065 8.6384E-01 1.4076E+00 2.4911E+00 4.0063E+00
1725456816.2209282 8.6384E-01 1.4076E+00 2.4888E+00 4.0028E+00
1725456816.4277472 8.6379E-01 1.4076E+00 2.4889E+00 4.0096E+00
1725456816.6342413 8.6385E-01 1.4076E+00 2.4877E+00 4.0113E+00
1725456816.8476636 8.6384E-01 1.4076E+00 2.4888E+00 4.0114E+00
1725456817.0475273 8.6381E-01 1.4076E+00 2.4865E+00 4.0097E+00
1725456817.2442937 8.6380E-01 1.4076E+00 2.4865E+00 4.0097E+00
1725456817.4519932 8.6386E-01 1.4076E+00 2.4888E+00 4.0096E+00
1725456817.651374 8.6390E-01 1.4076E+00 2.4865E+00 4.0096E+00
1725456817.8641446 8.6381E-01 1.4075E+00 2.4900E+00 4.0114E+00
1725456818.0746312 8.6380E-01 1.4075E+00 2.4899E+00 4.0062E+00
1725456818.2741117 8.6386E-01 1.4075E+00 2.4911E+00 4.0113E+00
1725456818.4726536 8.6386E-01 1.4075E+00 2.4911E+00 4.0131E+00
1725456818.6780796 8.6385E-01 1.4075E+00 2.4888E+00 4.0131E+00
1725456818.876421 8.6384E-01 1.4076E+00 2.4888E+00 4.0079E+00
1725456819.0808718 8.6382E-01 1.4076E+00 2.4899E+00 4.0096E+00
1725456819.2820342 8.6383E-01 1.4075E+00 2.4911E+00 4.0096E+00
1725456819.4799373 8.6391E-01 1.4076E+00 2.4899E+00 4.0096E+00
1725456819.6840084 8.6387E-01 1.4076E+00 2.4877E+00 4.0079E+00
1725456819.8913205 8.6382E-01 1.4075E+00 2.4877E+00 4.0062E+00
1725456820.153311 8.6392E-01 1.4075E+00 2.4877E+00 4.0114E+00
1725456820.3700511 8.6385E-01 1.4075E+00 2.4934E+00 4.0079E+00
1725456820.5665307 8.6389E-01 1.4075E+00 2.4888E+00 4.0062E+00
1725456820.7681546 8.6385E-01 1.4076E+00 2.4911E+00 4.0113E+00
1725456820.9700527 8.6390E-01 1.4076E+00 2.4888E+00 4.0114E+00
1725456821.1873498 8.6384E-01 1.4075E+00 2.4900E+00 4.0113E+00
1725456821.3884237 8.6386E-01 1.4075E+00 2.4900E+00 4.0113E+00
1725456821.5894349 8.6386E-01 1.4076E+00 2.4877E+00 4.0062E+00
1725456821.7917376 8.6386E-01 1.4076E+00 2.4934E+00 4.0113E+00
1725456821.9891894 8.6388E-01 1.4075E+00 2.4888E+00 4.0062E+00
1725456822.197468 8.6388E-01 1.4075E+00 2.4899E+00 4.0096E+00
1725456822.3966765 8.6382E-01 1.4076E+00 2.4933E+00 4.0045E+00
1725456822.5987616 8.6384E-01 1.4076E+00 2.4888E+00 4.0096E+00
1725456822.8091962 8.6386E-01 1.4076E+00 2.4888E+00 4.0045E+00
1725456823.0197542 8.6382E-01 1.4075E+00 2.4877E+00 4.0096E+00
1725456823.223826 8.6388E-01 1.4075E+00 2.4899E+00 4.0044E+00
1725456823.422993 8.6386E-01 1.4075E+00 2.4888E+00 4.0079E+00
1725456823.6225853 8.6387E-01 1.4076E+00 2.4888E+00 4.0097E+00
1725456823.8254464 8.6386E-01 1.4075E+00 2.4888E+00 4.0079E+00
1725456824.051046 8.6392E-01 1.4075E+00 2.4854E+00 4.0062E+00
1725456824.2609413 8.6387E-01 1.4075E+00 2.4888E+00 4.0114E+00
1725456824.4702992 8.6384E-01 1.4075E+00 2.4877E+00 4.0097E+00
1725456824.681605 8.6386E-01 1.4075E+00 2.4888E+00 4.0079E+00
1725456824.8790114 8.6385E-01 1.4075E+00 2.4899E+00 4.0113E+00
1725456825.0886762 8.6385E-01 1.4074E+00 2.4911E+00 4.0079E+00
1725456825.3014762 8.6381E-01 1.4075E+00 2.4923E+00 4.0113E+00
1725456825.5133839 8.6389E-01 1.4075E+00 2.4865E+00 4.0097E+00
1725456825.7147975 8.6386E-01 1.4075E+00 2.4899E+00 4.0096E+00
1725456825.9235349 8.6389E-01 1.4075E+00 2.4888E+00 4.0096E+00
1725456826.1311045 8.6382E-01 1.4075E+00 2.4923E+00 4.0079E+00
1725456826.3379495 8.6384E-01 1.4075E+00 2.4888E+00 4.0045E+00
1725456826.53572 8.6381E-01 1.4075E+00 2.4888E+00 4.0079E+00
1725456826.7352083 8.6385E-01 1.4075E+00 2.4877E+00 4.0096E+00
1725456826.9378073 8.6385E-01 1.4076E+00 2.4854E+00 4.0097E+00
1725456827.146633 8.6385E-01 1.4076E+00 2.4899E+00 4.0114E+00
1725456827.3594387 8.6390E-01 1.4076E+00 2.4877E+00 4.0079E+00
1725456827.5726836 8.6379E-01 1.4076E+00 2.4888E+00 4.0045E+00
1725456827.8299935 8.6382E-01 1.4075E+00 2.4923E+00 4.0062E+00
1725456828.0400398 8.6379E-01 1.4075E+00 2.4877E+00 4.0131E+00
1725456828.2451131 8.6376E-01 1.4075E+00 2.4877E+00 4.0096E+00
1725456828.459053 8.6378E-01 1.4075E+00 2.4877E+00 4.0079E+00
1725456828.6665807 8.6376E-01 1.4075E+00 2.4854E+00 4.0114E+00
1725456828.873058 8.6380E-01 1.4075E+00 2.4900E+00 4.0062E+00
1725456829.0871909 8.6382E-01 1.4076E+00 2.4888E+00 4.0079E+00
1725456829.2890089 8.6379E-01 1.4075E+00 2.4877E+00 4.0114E+00
1725456829.4847412 8.6385E-01 1.4075E+00 2.4899E+00 4.0131E+00
1725456829.6872678 8.6383E-01 1.4075E+00 2.4865E+00 4.0079E+00
1725456829.890476 8.6378E-01 1.4075E+00 2.4911E+00 4.0097E+00
1725456830.0905023 8.6382E-01 1.4075E+00 2.4911E+00 4.0045E+00
1725456830.296903 8.6379E-01 1.4075E+00 2.4865E+00 4.0079E+00
1725456830.4970849 8.6380E-01 1.4075E+00 2.4923E+00 4.0062E+00
1725456830.6973634 8.6378E-01 1.4075E+00 2.4899E+00 4.0079E+00
1725456830.9020796 8.6378E-01 1.4076E+00 2.4865E+00 4.0113E+00
1725456831.1061661 8.6382E-01 1.4076E+00 2.4934E+00 4.0096E+00
1725456831.30109 8.6385E-01 1.4075E+00 2.4877E+00 4.0164E+00
1725456831.5535078 8.6390E-01 1.4075E+00 2.4922E+00 4.0096E+00
1725456831.7701912 8.6382E-01 1.4075E+00 2.4922E+00 4.0062E+00
1725456831.9699798 8.6382E-01 1.4075E+00 2.4888E+00 4.0063E+00
1725456832.1708622 8.6389E-01 1.4075E+00 2.4854E+00 4.0113E+00
1725456832.3727498 8.6379E-01 1.4075E+00 2.4888E+00 4.0062E+00
1725456832.571729 8.6386E-01 1.4075E+00 2.4877E+00 4.0096E+00
1725456832.7779965 8.6387E-01 1.4075E+00 2.4911E+00 4.0147E+00
1725456832.9886227 8.6390E-01 1.4075E+00 2.4923E+00 4.0147E+00
1725456833.1927557 8.6384E-01 1.4075E+00 2.4923E+00 4.0096E+00
1725456833.3985245 8.6390E-01 1.4075E+00 2.4877E+00 4.0113E+00
1725456833.5950391 8.6389E-01 1.4075E+00 2.4911E+00 4.0045E+00
1725456833.7993257 8.6385E-01 1.4076E+00 2.4888E+00 4.0131E+00
1725456834.0033088 8.6394E-01 1.4076E+00 2.4911E+00 4.0129E+00
1725456834.2042527 8.6387E-01 1.4076E+00 2.4888E+00 4.0131E+00
1725456834.408871 8.6388E-01 1.4075E+00 2.4911E+00 4.0096E+00
1725456834.6103773 8.6386E-01 1.4075E+00 2.4900E+00 4.0113E+00
1725456834.818534 8.6384E-01 1.4075E+00 2.4865E+00 4.0079E+00
1725456835.0274985 8.6384E-01 1.4075E+00 2.4899E+00 4.0063E+00
1725456835.2373502 8.6388E-01 1.4076E+00 2.4877E+00 4.0131E+00
1725456835.4724398 8.6393E-01 1.4076E+00 2.4888E+00 4.0079E+00
1725456835.682517 8.6386E-01 1.4076E+00 2.4888E+00 4.0079E+00
1725456835.8878043 8.6385E-01 1.4076E+00 2.4888E+00 4.0062E+00
1725456836.0897274 8.6387E-01 1.4076E+00 2.4899E+00 4.0045E+00
1725456836.2874074 8.6383E-01 1.4075E+00 2.4865E+00 4.0096E+00
1725456836.4920902 8.6383E-01 1.4075E+00 2.4865E+00 4.0079E+00
1725456836.696536 8.6385E-01 1.4075E+00 2.4888E+00 4.0131E+00
1725456836.9069731 8.6389E-01 1.4075E+00 2.4877E+00 4.0079E+00
1725456837.118437 8.6387E-01 1.4076E+00 2.4877E+00 4.0147E+00
1725456837.3142974 8.6389E-01 1.4076E+00 2.4900E+00 4.0097E+00
1725456837.5320787 8.6386E-01 1.4076E+00 2.4934E+00 4.0062E+00
1725456837.736752 8.6393E-01 1.4076E+00 2.4888E+00 4.0079E+00
1725456837.9313323 8.6391E-01 1.4076E+00 2.4899E+00 4.0062E+00
1725456838.139733 8.6391E-01 1.4076E+00 2.4888E+00 4.0131E+00
1725456838.3433022 8.6390E-01 1.4075E+00 2.4865E+00 4.0097E+00
1725456838.5441258 8.6387E-01 1.4075E+00 2.4865E+00 4.0062E+00
1725456838.7464259 8.6389E-01 1.4076E+00 2.4888E+00 4.0079E+00
1725456838.9422448 8.6389E-01 1.4076E+00 2.4934E+00 4.0096E+00
1725456839.1431322 8.6391E-01 1.4075E+00 2.4911E+00 4.0079E+00
1725456839.3467205 8.6386E-01 1.4075E+00 2.4899E+00 4.0045E+00
1725456839.5506196 8.6389E-01 1.4076E+00 2.4923E+00 4.0131E+00
1725456839.7615662 8.6383E-01 1.4076E+00 2.4877E+00 4.0062E+00
1725456840.0067463 8.6387E-01 1.4076E+00 2.4899E+00 4.0097E+00
1725456840.2090833 8.6388E-01 1.4075E+00 2.4911E+00 4.0131E+00
1725456840.4102726 8.6388E-01 1.4076E+00 2.4888E+00 4.0147E+00
1725456840.6202364 8.6388E-01 1.4076E+00 2.4899E+00 4.0096E+00
1725456840.8218193 8.6392E-01 1.4076E+00 2.4888E+00 4.0062E+00
1725456841.0178046 8.6392E-01 1.4076E+00 2.4854E+00 4.0062E+00
1725456841.2219596 8.6390E-01 1.4076E+00 2.4877E+00 4.0114E+00
1725456841.4207995 8.6393E-01 1.4076E+00 2.4865E+00 4.0131E+00
1725456841.6217818 8.6385E-01 1.4076E+00 2.4899E+00 4.0131E+00
1725456841.8282259 8.6394E-01 1.4076E+00 2.4900E+00 4.0079E+00
1725456842.035491 8.6392E-01 1.4076E+00 2.4888E+00 4.0063E+00
1725456842.2477038 8.6390E-01 1.4076E+00 2.4911E+00 4.0062E+00
1725456842.4452345 8.6383E-01 1.4075E+00 2.4888E+00 4.0079E+00
1725456842.6486347 8.6390E-01 1.4076E+00 2.4911E+00 4.0113E+00
1725456842.850852 8.6386E-01 1.4076E+00 2.4911E+00 4.0062E+00
1725456843.0648491 8.6389E-01 1.4076E+00 2.4865E+00 4.0062E+00
1725456843.2645466 8.6385E-01 1.4076E+00 2.4888E+00 4.0113E+00
1725456843.478575 8.6383E-01 1.4076E+00 2.4968E+00 4.0113E+00
1725456843.689562 8.6385E-01 1.4076E+00 2.4888E+00 4.0079E+00
1725456843.9574566 8.6388E-01 1.4076E+00 2.4865E+00 4.0097E+00
1725456844.1747448 8.6385E-01 1.4076E+00 2.4911E+00 4.0079E+00
1725456844.3689654 8.6388E-01 1.4076E+00 2.4900E+00 4.0131E+00
1725456844.5787134 8.6386E-01 1.4076E+00 2.4854E+00 4.0079E+00
1725456844.7905316 8.6390E-01 1.4075E+00 2.4899E+00 4.0079E+00
1725456844.9898663 8.6382E-01 1.4076E+00 2.4877E+00 4.0097E+00
1725456845.1934185 8.6390E-01 1.4076E+00 2.4911E+00 4.0147E+00
1725456845.3951213 8.6390E-01 1.4076E+00 2.4911E+00 4.0079E+00
1725456845.5967932 8.6390E-01 1.4076E+00 2.4877E+00 4.0045E+00
1725456845.8119962 8.6389E-01 1.4076E+00 2.4865E+00 4.0079E+00
1725456846.017514 8.6390E-01 1.4075E+00 2.4877E+00 4.0079E+00
1725456846.215808 8.6389E-01 1.4075E+00 2.4877E+00 4.0113E+00
1725456846.4193282 8.6387E-01 1.4076E+00 2.4911E+00 4.0097E+00
1725456846.623522 8.6390E-01 1.4076E+00 2.4877E+00 4.0148E+00
1725456846.8450346 8.6388E-01 1.4075E+00 2.4877E+00 4.0114E+00
1725456847.0521705 8.6391E-01 1.4076E+00 2.4899E+00 4.0079E+00
1725456847.2542343 8.6393E-01 1.4076E+00 2.4900E+00 4.0147E+00
1725456847.4557598 8.6393E-01 1.4076E+00 2.4877E+00 4.0063E+00
1725456847.7451737 8.6386E-01 1.4076E+00 2.4888E+00 4.0131E+00
1725456847.9529715 8.6387E-01 1.4075E+00 2.4877E+00 4.0096E+00
1725456848.1465926 8.6384E-01 1.4076E+00 2.4899E+00 4.0062E+00
1725456848.359224 8.6386E-01 1.4076E+00 2.4911E+00 4.0079E+00
1725456848.5729537 8.6392E-01 1.4076E+00 2.4877E+00 4.0079E+00
1725456848.772474 8.6388E-01 1.4076E+00 2.4877E+00 4.0062E+00
1725456848.9751158 8.6383E-01 1.4076E+00 2.4865E+00 4.0113E+00
1725456849.1800623 8.6388E-01 1.4076E+00 2.4865E+00 4.0097E+00
1725456849.3866317 8.6384E-01 1.4076E+00 2.4889E+00 4.0079E+00
1725456849.603286 8.6386E-01 1.4076E+00 2.4877E+00 4.0113E+00
1725456849.8141348 8.6386E-01 1.4076E+00 2.4888E+00 4.0079E+00
1725456850.0111217 8.6389E-01 1.4076E+00 2.4877E+00 4.0114E+00
1725456850.2146478 8.6391E-01 1.4076E+00 2.4888E+00 4.0079E+00
1725456850.4200833 8.6388E-01 1.4075E+00 2.4877E+00 4.0062E+00
1725456850.6207135 8.6393E-01 1.4076E+00 2.4888E+00 4.0044E+00
1725456850.8289034 8.6391E-01 1.4075E+00 2.4900E+00 4.0096E+00
1725456851.0373857 8.6391E-01 1.4076E+00 2.4900E+00 4.0096E+00
1725456851.2389557 8.6392E-01 1.4076E+00 2.4899E+00 4.0062E+00
1725456851.4390824 8.6393E-01 1.4075E+00 2.4888E+00 4.0062E+00
1725456851.689227 8.6391E-01 1.4076E+00 2.4900E+00 4.0097E+00
1725456851.9116313 8.6385E-01 1.4076E+00 2.4899E+00 4.0113E+00
1725456852.116942 8.6382E-01 1.4076E+00 2.4877E+00 4.0113E+00
1725456852.3379319 8.6387E-01 1.4076E+00 2.4934E+00 4.0113E+00
1725456852.5388572 8.6385E-01 1.4076E+00 2.4911E+00 4.0131E+00
1725456852.738556 8.6384E-01 1.4075E+00 2.4900E+00 4.0079E+00
1725456852.9378955 8.6388E-01 1.4076E+00 2.4911E+00 4.0062E+00
1725456853.1413994 8.6388E-01 1.4076E+00 2.4911E+00 4.0062E+00
1725456853.3425875 8.6385E-01 1.4076E+00 2.4854E+00 4.0096E+00
1725456853.5455685 8.6387E-01 1.4075E+00 2.4877E+00 4.0079E+00
1725456853.7470074 8.6382E-01 1.4076E+00 2.4900E+00 4.0096E+00
1725456853.9456272 8.6387E-01 1.4076E+00 2.4877E+00 4.0096E+00
1725456854.1492324 8.6389E-01 1.4076E+00 2.4877E+00 4.0079E+00
1725456854.3426712 8.6393E-01 1.4076E+00 2.4877E+00 4.0079E+00
1725456854.548759 8.6390E-01 1.4076E+00 2.4957E+00 4.0148E+00
1725456854.7535007 8.6386E-01 1.4076E+00 2.4854E+00 4.0113E+00
1725456854.9570646 8.6389E-01 1.4076E+00 2.4888E+00 4.0097E+00
1725456855.1548955 8.6388E-01 1.4076E+00 2.4899E+00 4.0114E+00
1725456855.3583906 8.6388E-01 1.4076E+00 2.4888E+00 4.0062E+00
1725456855.5886858 8.6388E-01 1.4076E+00 2.4877E+00 4.0113E+00
1725456855.7904632 8.6387E-01 1.4076E+00 2.4888E+00 4.0096E+00
1725456855.9995475 8.6382E-01 1.4076E+00 2.4888E+00 4.0129E+00
1725456856.2000072 8.6388E-01 1.4076E+00 2.4899E+00 4.0062E+00
1725456856.3996336 8.6386E-01 1.4076E+00 2.4899E+00 4.0079E+00
1725456856.6006632 8.6390E-01 1.4077E+00 2.4877E+00 4.0079E+00
1725456856.8082993 8.6387E-01 1.4076E+00 2.4865E+00 4.0097E+00
1725456857.0054991 8.6390E-01 1.4077E+00 2.4889E+00 4.0062E+00
1725456857.2101407 8.6384E-01 1.4076E+00 2.4877E+00 4.0079E+00
1725456857.4032009 8.6390E-01 1.4076E+00 2.4900E+00 4.0062E+00
1725456857.606726 8.6385E-01 1.4076E+00 2.4922E+00 4.0113E+00
1725456857.8132915 8.6384E-01 1.4076E+00 2.4877E+00 4.0097E+00
1725456858.0100372 8.6390E-01 1.4076E+00 2.4877E+00 4.0113E+00
1725456858.2162862 8.6388E-01 1.4076E+00 2.4888E+00 4.0113E+00
1725456858.413906 8.6382E-01 1.4076E+00 2.4900E+00 4.0062E+00
1725456858.6283212 8.6390E-01 1.4076E+00 2.4900E+00 4.0164E+00
1725456858.828163 8.6384E-01 1.4076E+00 2.4877E+00 4.0079E+00
1725456859.03629 8.6388E-01 1.4076E+00 2.4888E+00 4.0096E+00
1725456859.2506158 8.6384E-01 1.4076E+00 2.4877E+00 4.0147E+00
1725456859.4479587 8.6387E-01 1.4077E+00 2.4911E+00 4.0062E+00
1725456859.6647496 8.6386E-01 1.4076E+00 2.4911E+00 4.0079E+00
1725456859.8741753 8.6382E-01 1.4077E+00 2.4865E+00 4.0097E+00
1725456860.1080506 8.6384E-01 1.4077E+00 2.4888E+00 4.0114E+00
1725456860.318775 8.6392E-01 1.4077E+00 2.4865E+00 4.0062E+00
1725456860.5288422 8.6385E-01 1.4077E+00 2.4923E+00 4.0147E+00
1725456860.7356675 8.6388E-01 1.4076E+00 2.4888E+00 4.0113E+00
1725456860.9432437 8.6390E-01 1.4076E+00 2.4899E+00 4.0113E+00
1725456861.141156 8.6387E-01 1.4076E+00 2.4911E+00 4.0062E+00
1725456861.3447027 8.6391E-01 1.4077E+00 2.4889E+00 4.0097E+00
1725456861.5512888 8.6386E-01 1.4076E+00 2.4911E+00 4.0096E+00
1725456861.758811 8.6388E-01 1.4076E+00 2.4877E+00 4.0062E+00
1725456861.9630778 8.6387E-01 1.4077E+00 2.4854E+00 4.0079E+00
1725456862.1691835 8.6386E-01 1.4076E+00 2.4877E+00 4.0131E+00
1725456862.3674958 8.6391E-01 1.4076E+00 2.4922E+00 4.0097E+00
1725456862.5708613 8.6388E-01 1.4076E+00 2.4877E+00 4.0097E+00
1725456862.768529 8.6382E-01 1.4076E+00 2.4865E+00 4.0113E+00
1725456862.9706423 8.6391E-01 1.4077E+00 2.4889E+00 4.0131E+00
1725456863.1781027 8.6383E-01 1.4076E+00 2.4877E+00 4.0096E+00
1725456863.3914382 8.6391E-01 1.4076E+00 2.4934E+00 4.0062E+00
1725456863.5909173 8.6387E-01 1.4076E+00 2.4888E+00 4.0097E+00
1725456863.8020005 8.6389E-01 1.4076E+00 2.4889E+00 4.0114E+00
1725456864.015929 8.6390E-01 1.4076E+00 2.4877E+00 4.0062E+00
1725456864.2573123 8.6385E-01 1.4077E+00 2.4877E+00 4.0131E+00
1725456864.469325 8.6386E-01 1.4077E+00 2.4899E+00 4.0079E+00
1725456864.6761227 8.6390E-01 1.4077E+00 2.4900E+00 4.0097E+00
1725456864.8753853 8.6390E-01 1.4076E+00 2.4899E+00 4.0062E+00
1725456865.0813591 8.6390E-01 1.4076E+00 2.4843E+00 4.0062E+00
1725456865.287889 8.6386E-01 1.4077E+00 2.4923E+00 4.0097E+00
1725456865.4846418 8.6389E-01 1.4076E+00 2.4911E+00 4.0062E+00
1725456865.688176 8.6390E-01 1.4077E+00 2.4877E+00 4.0131E+00
1725456865.8870149 8.6386E-01 1.4076E+00 2.4854E+00 4.0079E+00
1725456866.0965893 8.6385E-01 1.4077E+00 2.4911E+00 4.0131E+00
1725456866.3147566 8.6390E-01 1.4077E+00 2.4877E+00 4.0062E+00
1725456866.5300124 8.6382E-01 1.4076E+00 2.4843E+00 4.0062E+00
1725456866.7354915 8.6386E-01 1.4076E+00 2.4911E+00 4.0096E+00
1725456866.9492383 8.6383E-01 1.4077E+00 2.4865E+00 4.0044E+00
1725456867.146304 8.6383E-01 1.4076E+00 2.4877E+00 4.0079E+00
1725456867.351673 8.6383E-01 1.4076E+00 2.4877E+00 4.0096E+00
1725456867.5500922 8.6384E-01 1.4076E+00 2.4888E+00 4.0062E+00
1725456867.7615676 8.6384E-01 1.4076E+00 2.4854E+00 4.0131E+00
1725456868.0270534 8.6386E-01 1.4077E+00 2.4854E+00 4.0131E+00
1725456868.2314086 8.6387E-01 1.4076E+00 2.4877E+00 4.0096E+00
1725456868.4360094 8.6379E-01 1.4076E+00 2.4911E+00 4.0113E+00
1725456868.636249 8.6382E-01 1.4076E+00 2.4865E+00 4.0148E+00
1725456868.845289 8.6385E-01 1.4075E+00 2.4900E+00 4.0079E+00
1725456869.0542715 8.6383E-01 1.4075E+00 2.4865E+00 4.0062E+00
1725456869.25606 8.6382E-01 1.4076E+00 2.4899E+00 4.0114E+00
1725456869.4591389 8.6389E-01 1.4076E+00 2.4877E+00 4.0097E+00
1725456869.6637855 8.6385E-01 1.4076E+00 2.4865E+00 4.0096E+00
1725456869.8673894 8.6380E-01 1.4075E+00 2.4843E+00 4.0062E+00
1725456870.0772905 8.6386E-01 1.4075E+00 2.4899E+00 4.0062E+00
1725456870.276614 8.6383E-01 1.4077E+00 2.4888E+00 4.0062E+00
1725456870.4814558 8.6386E-01 1.4076E+00 2.4877E+00 4.0147E+00
1725456870.6851594 8.6383E-01 1.4076E+00 2.4888E+00 4.0131E+00
1725456870.8885803 8.6384E-01 1.4077E+00 2.4899E+00 4.0028E+00
1725456871.081019 8.6387E-01 1.4076E+00 2.4877E+00 4.0079E+00
1725456871.299329 8.6391E-01 1.4077E+00 2.4888E+00 4.0114E+00
1725456871.5127935 8.6385E-01 1.4076E+00 2.4899E+00 4.0062E+00
1725456871.7589734 8.6383E-01 1.4076E+00 2.4888E+00 4.0079E+00
1725456871.968391 8.6382E-01 1.4076E+00 2.4888E+00 4.0062E+00
1725456872.1663954 8.6386E-01 1.4075E+00 2.4911E+00 4.0063E+00
1725456872.3739588 8.6389E-01 1.4076E+00 2.4911E+00 4.0131E+00
1725456872.574938 8.6387E-01 1.4076E+00 2.4888E+00 4.0062E+00
1725456872.7773116 8.6385E-01 1.4075E+00 2.4877E+00 4.0063E+00
1725456872.9805083 8.6389E-01 1.4075E+00 2.4877E+00 4.0062E+00
1725456873.174454 8.6390E-01 1.4076E+00 2.4877E+00 4.0097E+00
1725456873.37687 8.6383E-01 1.4076E+00 2.4899E+00 4.0062E+00
1725456873.592174 8.6381E-01 1.4076E+00 2.4877E+00 4.0113E+00
1725456873.7964413 8.6382E-01 1.4075E+00 2.4877E+00 4.0097E+00
1725456874.0018125 8.6382E-01 1.4076E+00 2.4877E+00 4.0129E+00
1725456874.204491 8.6386E-01 1.4076E+00 2.4877E+00 4.0062E+00
1725456874.4234116 8.6387E-01 1.4076E+00 2.4911E+00 4.0079E+00
1725456874.6249588 8.6384E-01 1.4076E+00 2.4888E+00 4.0147E+00
1725456874.8251889 8.6382E-01 1.4076E+00 2.4889E+00 4.0097E+00
1725456875.0232356 8.6384E-01 1.4075E+00 2.4888E+00 4.0096E+00
1725456875.2280605 8.6384E-01 1.4075E+00 2.4877E+00 4.0062E+00
1725456875.4334044 8.6380E-01 1.4076E+00 2.4934E+00 4.0096E+00
1725456875.6752174 8.6384E-01 1.4076E+00 2.4865E+00 4.0062E+00
1725456875.8847291 8.6382E-01 1.4076E+00 2.4877E+00 4.0131E+00
1725456876.0792782 8.6384E-01 1.4076E+00 2.4911E+00 4.0097E+00
1725456876.2792087 8.6385E-01 1.4075E+00 2.4877E+00 4.0164E+00
1725456876.487926 8.6380E-01 1.4075E+00 2.4899E+00 4.0096E+00
1725456876.6919258 8.6385E-01 1.4075E+00 2.4888E+00 4.0113E+00
1725456876.8949254 8.6380E-01 1.4075E+00 2.4877E+00 4.0079E+00
1725456877.0975559 8.6382E-01 1.4076E+00 2.4877E+00 4.0079E+00
1725456877.3025537 8.6383E-01 1.4076E+00 2.4888E+00 4.0096E+00
1725456877.522771 8.6380E-01 1.4076E+00 2.4888E+00 4.0097E+00
1725456877.7294893 8.6383E-01 1.4075E+00 2.4899E+00 4.0097E+00
1725456877.9300706 8.6389E-01 1.4075E+00 2.4911E+00 4.0164E+00
