time.time(), c2vavg
1725611898.5919337, -1.6255E+00
1725611898.7156782, -1.6255E+00
1725611898.8394117, -1.6255E+00
1725611898.96342, -1.6255E+00
1725611899.088434, -1.6254E+00
1725611899.2121327, -1.6254E+00
1725611899.33553, -1.6254E+00
1725611899.4584894, -1.6254E+00
1725611899.5853662, -1.6254E+00
1725611899.7091522, -1.6254E+00
1725611899.8338614, -1.6255E+00
1725611899.9588146, -1.6255E+00
1725611900.082817, -1.6255E+00
1725611900.2095382, -1.6254E+00
1725611900.3355107, -1.6254E+00
1725611900.4728546, -1.6254E+00
1725611900.6001542, -1.6254E+00
1725611900.7384284, -1.6254E+00
1725611900.8653824, -1.6254E+00
1725611901.0000517, -1.6254E+00
1725611901.1279109, -1.6254E+00
1725611901.2511199, -1.6254E+00
1725611901.3828678, -1.6254E+00
1725611901.516995, -1.6254E+00
1725611901.655713, -1.6255E+00
1725611901.7819026, -1.6255E+00
1725611901.9187906, -1.6255E+00
1725611902.046259, -1.6256E+00
1725611902.1848571, -1.6256E+00
1725611902.3087556, -1.6256E+00
1725611902.4478738, -1.6256E+00
1725611902.5709603, -1.6256E+00
1725611902.6954305, -1.6256E+00
1725611902.8332832, -1.6256E+00
1725611902.9730077, -1.6255E+00
1725611903.1084352, -1.6256E+00
1725611903.239257, -1.6255E+00
1725611903.3734574, -1.6255E+00
1725611903.514427, -1.6255E+00
1725611903.6493402, -1.6255E+00
1725611903.7862399, -1.6255E+00
1725611903.9130244, -1.6255E+00
1725611904.0515826, -1.6255E+00
1725611904.1761153, -1.6255E+00
1725611904.2994833, -1.6255E+00
1725611904.4271436, -1.6255E+00
1725611904.5659406, -1.6255E+00
1725611904.6936173, -1.6255E+00
1725611904.8302226, -1.6255E+00
1725611904.953361, -1.6256E+00
1725611905.0763717, -1.6256E+00
1725611905.2010865, -1.6256E+00
1725611905.3373225, -1.6256E+00
1725611905.4652588, -1.6256E+00
1725611905.6063614, -1.6256E+00
1725611905.7413273, -1.6256E+00
1725611905.8777936, -1.6255E+00
1725611906.000462, -1.6255E+00
1725611906.1284428, -1.6255E+00
1725611906.266073, -1.6255E+00
1725611906.393087, -1.6255E+00
1725611906.5313234, -1.6256E+00
1725611906.6591256, -1.6255E+00
1725611906.795932, -1.6255E+00
1725611906.9336457, -1.6255E+00
1725611907.0574176, -1.6255E+00
1725611907.186352, -1.6255E+00
1725611907.3308084, -1.6255E+00
1725611907.4596503, -1.6255E+00
1725611907.584166, -1.6255E+00
1725611907.7110026, -1.6255E+00
1725611907.8422441, -1.6255E+00
1725611907.9725335, -1.6255E+00
1725611908.1101837, -1.6255E+00
1725611908.2379055, -1.6254E+00
1725611908.3734298, -1.6254E+00
1725611908.5041842, -1.6254E+00
1725611908.6447637, -1.6254E+00
1725611908.7837834, -1.6254E+00
1725611908.924423, -1.6254E+00
1725611909.0585833, -1.6254E+00
1725611909.1832495, -1.6254E+00
1725611909.3202736, -1.6254E+00
1725611909.444603, -1.6255E+00
1725611909.5684133, -1.6255E+00
1725611909.6979218, -1.6255E+00
1725611909.833889, -1.6255E+00
1725611909.9654543, -1.6255E+00
1725611910.0990987, -1.6255E+00
1725611910.2227683, -1.6255E+00
1725611910.3472416, -1.6255E+00
1725611910.4735618, -1.6255E+00
1725611910.6013765, -1.6255E+00
1725611910.7383027, -1.6255E+00
1725611910.876002, -1.6255E+00
1725611911.0136344, -1.6255E+00
1725611911.1406188, -1.6255E+00
1725611911.2777815, -1.6255E+00
1725611911.405781, -1.6255E+00
1725611911.54475, -1.6255E+00
1725611911.6688097, -1.6255E+00
1725611911.8234499, -1.6255E+00
1725611911.956095, -1.6255E+00
1725611912.0907423, -1.6255E+00
1725611912.229389, -1.6255E+00
1725611912.353587, -1.6255E+00
1725611912.4804146, -1.6255E+00
1725611912.6278348, -1.6255E+00
1725611912.755494, -1.6254E+00
1725611912.881143, -1.6254E+00
1725611913.0083737, -1.6255E+00
1725611913.1479638, -1.6255E+00
1725611913.2861197, -1.6255E+00
1725611913.424094, -1.6254E+00
1725611913.548388, -1.6254E+00
1725611913.6839645, -1.6254E+00
1725611913.8068225, -1.6255E+00
1725611913.9332976, -1.6255E+00
1725611914.0698302, -1.6255E+00
1725611914.1946864, -1.6255E+00
1725611914.3175294, -1.6255E+00
1725611914.4416, -1.6255E+00
1725611914.5792332, -1.6255E+00
1725611914.70436, -1.6255E+00
1725611914.8284762, -1.6255E+00
1725611914.9520643, -1.6255E+00
1725611915.0791512, -1.6255E+00
1725611915.2023985, -1.6255E+00
1725611915.3411043, -1.6255E+00
1725611915.4658597, -1.6254E+00
1725611915.5918593, -1.6254E+00
1725611915.717183, -1.6255E+00
1725611915.8421237, -1.6255E+00
1725611915.9794354, -1.6255E+00
1725611916.1023731, -1.6255E+00
1725611916.2280881, -1.6254E+00
1725611916.3538117, -1.6254E+00
1725611916.4945107, -1.6254E+00
1725611916.6306524, -1.6254E+00
1725611916.769159, -1.6255E+00
1725611916.9068172, -1.6255E+00
1725611917.0440245, -1.6255E+00
1725611917.1673253, -1.6255E+00
1725611917.306137, -1.6255E+00
1725611917.4437697, -1.6255E+00
1725611917.5825465, -1.6255E+00
1725611917.704987, -1.6255E+00
1725611917.833682, -1.6255E+00
1725611917.9722497, -1.6255E+00
1725611918.1097558, -1.6255E+00
1725611918.2365642, -1.6255E+00
1725611918.3678684, -1.6255E+00
1725611918.5019822, -1.6255E+00
1725611918.6401887, -1.6255E+00
1725611918.7641861, -1.6255E+00
1725611918.8914073, -1.6255E+00
1725611919.0289335, -1.6255E+00
1725611919.1667151, -1.6255E+00
1725611919.290554, -1.6255E+00
1725611919.4175246, -1.6255E+00
1725611919.5414746, -1.6255E+00
1725611919.666059, -1.6255E+00
1725611919.7910628, -1.6255E+00
1725611919.914657, -1.6255E+00
1725611920.0384095, -1.6255E+00
1725611920.1642697, -1.6255E+00
1725611920.3021247, -1.6254E+00
1725611920.4395568, -1.6254E+00
1725611920.5635726, -1.6254E+00
1725611920.6882837, -1.6254E+00
1725611920.8116152, -1.6255E+00
1725611920.9342544, -1.6255E+00
1725611921.0710692, -1.6255E+00
1725611921.1958356, -1.6256E+00
1725611921.3227623, -1.6256E+00
1725611921.4601867, -1.6256E+00
1725611921.586119, -1.6256E+00
1725611921.7111015, -1.6256E+00
1725611921.8487306, -1.6256E+00
1725611921.973772, -1.6256E+00
1725611922.1057823, -1.6256E+00
1725611922.2386138, -1.6256E+00
1725611922.376311, -1.6256E+00
1725611922.4997191, -1.6256E+00
1725611922.6254218, -1.6256E+00
1725611922.7687342, -1.6256E+00
1725611922.9054701, -1.6255E+00
1725611923.0289288, -1.6256E+00
1725611923.1653981, -1.6256E+00
1725611923.290368, -1.6256E+00
1725611923.4162061, -1.6256E+00
1725611923.5530868, -1.6255E+00
1725611923.684561, -1.6256E+00
1725611923.8169177, -1.6256E+00
1725611923.941636, -1.6256E+00
1725611924.0643046, -1.6255E+00
1725611924.19128, -1.6255E+00
1725611924.3287446, -1.6255E+00
1725611924.4573212, -1.6255E+00
1725611924.5913298, -1.6255E+00
1725611924.7169821, -1.6254E+00
1725611924.8403926, -1.6254E+00
1725611924.9681458, -1.6254E+00
1725611925.1034904, -1.6254E+00
1725611925.227619, -1.6254E+00
1725611925.3654826, -1.6254E+00
1725611925.5032458, -1.6254E+00
1725611925.6281552, -1.6254E+00
1725611925.7650852, -1.6254E+00
1725611925.8923151, -1.6255E+00
1725611926.029513, -1.6255E+00
1725611926.1543016, -1.6255E+00
1725611926.292937, -1.6255E+00
1725611926.431812, -1.6255E+00
1725611926.569478, -1.6255E+00
1725611926.6955557, -1.6254E+00
1725611926.8305962, -1.6254E+00
1725611926.9600782, -1.6254E+00
1725611927.0952322, -1.6254E+00
1725611927.2200303, -1.6255E+00
1725611927.3457808, -1.6255E+00
1725611927.4679677, -1.6254E+00
1725611927.5920937, -1.6254E+00
1725611927.7166002, -1.6254E+00
1725611927.861431, -1.6254E+00
1725611927.9960706, -1.6254E+00
1725611928.1237566, -1.6254E+00
1725611928.2595494, -1.6255E+00
1725611928.3836846, -1.6255E+00
1725611928.5118837, -1.6255E+00
1725611928.6524816, -1.6255E+00
1725611928.7892642, -1.6255E+00
1725611928.9138782, -1.6254E+00
1725611929.0381098, -1.6254E+00
1725611929.164925, -1.6254E+00
1725611929.2902925, -1.6254E+00
1725611929.4125254, -1.6253E+00
1725611929.538922, -1.6254E+00
1725611929.6643212, -1.6253E+00
1725611929.8008132, -1.6253E+00
1725611929.9253123, -1.6253E+00
1725611930.0477507, -1.6253E+00
1725611930.1745539, -1.6254E+00
1725611930.3122668, -1.6254E+00
1725611930.436394, -1.6254E+00
1725611930.5620296, -1.6254E+00
1725611930.7018158, -1.6254E+00
1725611930.8365016, -1.6254E+00
1725611930.9748342, -1.6254E+00
1725611931.111074, -1.6255E+00
1725611931.235518, -1.6255E+00
1725611931.3587797, -1.6255E+00
1725611931.48358, -1.6255E+00
1725611931.6105309, -1.6255E+00
1725611931.7371538, -1.6254E+00
1725611931.870327, -1.6254E+00
1725611932.0019429, -1.6254E+00
1725611932.139801, -1.6254E+00
1725611932.26362, -1.6254E+00
1725611932.4006236, -1.6255E+00
1725611932.5312903, -1.6255E+00
1725611932.666003, -1.6255E+00
1725611932.790674, -1.6255E+00
1725611932.9301202, -1.6255E+00
1725611933.066089, -1.6255E+00
1725611933.192984, -1.6255E+00
1725611933.3282232, -1.6255E+00
1725611933.451993, -1.6255E+00
1725611933.5767832, -1.6255E+00
1725611933.7018254, -1.6255E+00
1725611933.8276627, -1.6254E+00
1725611933.964867, -1.6254E+00
1725611934.09096, -1.6254E+00
1725611934.2154944, -1.6254E+00
1725611934.3385053, -1.6254E+00
1725611934.463285, -1.6254E+00
1725611934.59942, -1.6254E+00
1725611934.72228, -1.6254E+00
1725611934.8465052, -1.6254E+00
1725611934.9720428, -1.6254E+00
1725611935.0960145, -1.6254E+00
1725611935.233652, -1.6254E+00
1725611935.37211, -1.6254E+00
1725611935.4963892, -1.6255E+00
1725611935.6194615, -1.6255E+00
1725611935.743776, -1.6255E+00
1725611935.8666866, -1.6255E+00
1725611935.99127, -1.6255E+00
1725611936.1290212, -1.6255E+00
1725611936.2547555, -1.6255E+00
1725611936.392281, -1.6255E+00
1725611936.5286806, -1.6254E+00
1725611936.6558576, -1.6254E+00
1725611936.7811437, -1.6254E+00
1725611936.9199724, -1.6254E+00
1725611937.0586047, -1.6254E+00
1725611937.1832683, -1.6254E+00
1725611937.3109279, -1.6254E+00
1725611937.4482975, -1.6254E+00
1725611937.586404, -1.6255E+00
1725611937.7131987, -1.6255E+00
1725611937.85026, -1.6255E+00
1725611937.9749277, -1.6255E+00
1725611938.1094093, -1.6255E+00
1725611938.2411213, -1.6255E+00
1725611938.3658965, -1.6255E+00
1725611938.5031893, -1.6255E+00
1725611938.6289315, -1.6255E+00
1725611938.7736113, -1.6255E+00
1725611938.90432, -1.6254E+00
1725611939.0291648, -1.6254E+00
1725611939.1562498, -1.6254E+00
1725611939.2948794, -1.6254E+00
1725611939.4335268, -1.6254E+00
1725611939.571669, -1.6255E+00
1725611939.6953478, -1.6255E+00
1725611939.822051, -1.6255E+00
1725611939.9466634, -1.6255E+00
1725611940.07142, -1.6255E+00
1725611940.209722, -1.6254E+00
1725611940.349701, -1.6254E+00
1725611940.4876723, -1.6254E+00
1725611940.61131, -1.6254E+00
1725611940.738635, -1.6254E+00
1725611940.865171, -1.6254E+00
1725611940.9889505, -1.6254E+00
1725611941.1267555, -1.6254E+00
1725611941.2515583, -1.6254E+00
1725611941.3877342, -1.6254E+00
1725611941.513594, -1.6254E+00
1725611941.6381776, -1.6254E+00
1725611941.7758627, -1.6254E+00
1725611941.9129357, -1.6254E+00
1725611942.0362859, -1.6254E+00
1725611942.164123, -1.6254E+00
1725611942.3014505, -1.6254E+00
1725611942.4352555, -1.6254E+00
1725611942.5699484, -1.6254E+00
1725611942.7052152, -1.6254E+00
1725611942.8290298, -1.6254E+00
1725611942.9531603, -1.6254E+00
1725611943.0909357, -1.6254E+00
1725611943.2355208, -1.6254E+00
1725611943.3711557, -1.6255E+00
1725611943.5033226, -1.6255E+00
1725611943.6394083, -1.6255E+00
1725611943.7620804, -1.6255E+00
1725611943.8865876, -1.6255E+00
1725611944.0123072, -1.6254E+00
1725611944.1522315, -1.6255E+00
1725611944.2894213, -1.6255E+00
1725611944.412904, -1.6255E+00
1725611944.5382981, -1.6255E+00
1725611944.6747856, -1.6255E+00
1725611944.81397, -1.6255E+00
1725611944.9502847, -1.6255E+00
1725611945.0873058, -1.6255E+00
1725611945.2101445, -1.6255E+00
1725611945.3345377, -1.6255E+00
1725611945.4565458, -1.6255E+00
1725611945.5814884, -1.6255E+00
1725611945.704442, -1.6255E+00
1725611945.826416, -1.6255E+00
1725611945.9530768, -1.6255E+00
1725611946.0877178, -1.6255E+00
1725611946.226991, -1.6255E+00
1725611946.362382, -1.6255E+00
1725611946.4881968, -1.6255E+00
1725611946.6129591, -1.6255E+00
1725611946.7472396, -1.6255E+00
1725611946.8740292, -1.6255E+00
1725611947.0099247, -1.6256E+00
1725611947.1341782, -1.6256E+00
1725611947.2708266, -1.6255E+00
1725611947.3931625, -1.6255E+00
1725611947.5239558, -1.6255E+00
1725611947.6622577, -1.6255E+00
1725611947.787388, -1.6255E+00
1725611947.9111133, -1.6255E+00
1725611948.0530705, -1.6255E+00
1725611948.191509, -1.6255E+00
1725611948.3143845, -1.6254E+00
1725611948.4393814, -1.6254E+00
1725611948.5632515, -1.6254E+00
1725611948.688868, -1.6254E+00
1725611948.812669, -1.6255E+00
1725611948.9497008, -1.6255E+00
1725611949.0883968, -1.6255E+00
1725611949.2263286, -1.6255E+00
1725611949.351995, -1.6255E+00
1725611949.4893866, -1.6255E+00
1725611949.6263766, -1.6255E+00
1725611949.7512171, -1.6255E+00
1725611949.8882036, -1.6255E+00
1725611950.0154693, -1.6255E+00
1725611950.140234, -1.6255E+00
1725611950.2659535, -1.6255E+00
1725611950.3926148, -1.6256E+00
1725611950.530237, -1.6256E+00
1725611950.6678934, -1.6256E+00
1725611950.7920809, -1.6255E+00
1725611950.9143074, -1.6255E+00
1725611951.0400345, -1.6255E+00
1725611951.1632435, -1.6255E+00
1725611951.2864645, -1.6255E+00
1725611951.4124608, -1.6256E+00
1725611951.5356352, -1.6256E+00
1725611951.6593394, -1.6256E+00
1725611951.7881458, -1.6256E+00
1725611951.9260006, -1.6256E+00
1725611952.0495903, -1.6256E+00
1725611952.176639, -1.6256E+00
1725611952.3127759, -1.6255E+00
1725611952.4375787, -1.6255E+00
1725611952.563243, -1.6255E+00
1725611952.6864815, -1.6255E+00
1725611952.824395, -1.6255E+00
1725611952.949132, -1.6255E+00
1725611953.072135, -1.6255E+00
1725611953.199056, -1.6255E+00
1725611953.3222616, -1.6256E+00
1725611953.4450028, -1.6256E+00
1725611953.5720637, -1.6256E+00
1725611953.708903, -1.6256E+00
1725611953.8349476, -1.6256E+00
1725611953.9722147, -1.6256E+00
1725611954.1051004, -1.6256E+00
1725611954.2374666, -1.6257E+00
1725611954.3604496, -1.6257E+00
1725611954.4853263, -1.6257E+00
1725611954.6144605, -1.6256E+00
1725611954.7471142, -1.6256E+00
1725611954.8711395, -1.6256E+00
1725611954.9952083, -1.6256E+00
1725611955.118934, -1.6256E+00
1725611955.2472374, -1.6256E+00
1725611955.3826213, -1.6256E+00
1725611955.5066109, -1.6256E+00
1725611955.6306815, -1.6256E+00
1725611955.7686644, -1.6256E+00
1725611955.9066093, -1.6256E+00
1725611956.0441504, -1.6256E+00
1725611956.1672888, -1.6256E+00
1725611956.2962983, -1.6257E+00
1725611956.4305866, -1.6257E+00
1725611956.555711, -1.6257E+00
1725611956.6814322, -1.6257E+00
1725611956.804502, -1.6257E+00
1725611956.933157, -1.6257E+00
1725611957.066355, -1.6257E+00
1725611957.1910975, -1.6257E+00
1725611957.3180766, -1.6257E+00
1725611957.4564376, -1.6257E+00
1725611957.578562, -1.6257E+00
1725611957.7062302, -1.6257E+00
1725611957.8341603, -1.6257E+00
1725611957.969564, -1.6257E+00
1725611958.1300254, -1.6257E+00
1725611958.2656605, -1.6257E+00
1725611958.3943162, -1.6257E+00
1725611958.5332277, -1.6257E+00
1725611958.657723, -1.6257E+00
1725611958.7827873, -1.6257E+00
1725611958.9196646, -1.6257E+00
1725611959.0441308, -1.6257E+00
1725611959.171797, -1.6257E+00
1725611959.2965212, -1.6257E+00
1725611959.4333527, -1.6257E+00
1725611959.5581377, -1.6257E+00
1725611959.6833851, -1.6256E+00
1725611959.809752, -1.6256E+00
1725611959.946291, -1.6256E+00
1725611960.0703127, -1.6256E+00
1725611960.207289, -1.6256E+00
1725611960.3333218, -1.6256E+00
1725611960.469083, -1.6256E+00
1725611960.593342, -1.6256E+00
1725611960.7168508, -1.6257E+00
1725611960.8425908, -1.6257E+00
1725611960.9672308, -1.6257E+00
1725611961.0978553, -1.6257E+00
1725611961.2346516, -1.6257E+00
1725611961.358216, -1.6257E+00
1725611961.483059, -1.6257E+00
1725611961.6082633, -1.6257E+00
1725611961.7314165, -1.6257E+00
1725611961.8583567, -1.6256E+00
1725611961.994208, -1.6256E+00
1725611962.1179929, -1.6256E+00
1725611962.2417123, -1.6257E+00
1725611962.3649933, -1.6257E+00
1725611962.4905722, -1.6257E+00
1725611962.628258, -1.6257E+00
1725611962.7541306, -1.6257E+00
1725611962.891389, -1.6257E+00
1725611963.0148757, -1.6257E+00
1725611963.1382666, -1.6257E+00
1725611963.2629898, -1.6257E+00
1725611963.3872368, -1.6257E+00
1725611963.5119004, -1.6257E+00
1725611963.6360776, -1.6257E+00
1725611963.759434, -1.6257E+00
1725611963.8846688, -1.6257E+00
1725611964.022083, -1.6257E+00
1725611964.14827, -1.6257E+00
1725611964.2722363, -1.6257E+00
1725611964.3977275, -1.6257E+00
1725611964.5335639, -1.6257E+00
1725611964.658237, -1.6257E+00
1725611964.782238, -1.6257E+00
1725611964.9069033, -1.6257E+00
1725611965.032568, -1.6257E+00
1725611965.1552403, -1.6258E+00
1725611965.2828991, -1.6258E+00
1725611965.4205356, -1.6258E+00
1725611965.5461993, -1.6257E+00
1725611965.6722047, -1.6257E+00
1725611965.7968745, -1.6257E+00
1725611965.9225535, -1.6257E+00
1725611966.0584085, -1.6257E+00
1725611966.1820803, -1.6257E+00
1725611966.3107758, -1.6257E+00
1725611966.4474084, -1.6257E+00
1725611966.5751133, -1.6257E+00
1725611966.712755, -1.6257E+00
1725611966.8493795, -1.6257E+00
1725611966.9740489, -1.6257E+00
1725611967.1017056, -1.6257E+00
1725611967.239337, -1.6257E+00
1725611967.3650146, -1.6257E+00
1725611967.501636, -1.6257E+00
1725611967.6283, -1.6257E+00
1725611967.7578137, -1.6257E+00
1725611967.893448, -1.6257E+00
1725611968.0165048, -1.6256E+00
1725611968.1543908, -1.6257E+00
1725611968.2790625, -1.6257E+00
1725611968.4032216, -1.6257E+00
1725611968.5273569, -1.6257E+00
1725611968.6514015, -1.6257E+00
1725611968.7756972, -1.6257E+00
1725611968.8987572, -1.6257E+00
1725611969.0267143, -1.6257E+00
1725611969.1496582, -1.6257E+00
1725611969.2723317, -1.6257E+00
1725611969.4011168, -1.6257E+00
1725611969.525512, -1.6256E+00
1725611969.6519256, -1.6256E+00
1725611969.788804, -1.6256E+00
1725611969.9261672, -1.6256E+00
1725611970.0538282, -1.6256E+00
1725611970.1775436, -1.6256E+00
1725611970.3044453, -1.6256E+00
1725611970.4422956, -1.6256E+00
1725611970.567528, -1.6256E+00
1725611970.6932068, -1.6256E+00
1725611970.817515, -1.6256E+00
1725611970.9554176, -1.6256E+00
1725611971.0811334, -1.6256E+00
1725611971.2181292, -1.6256E+00
1725611971.3539603, -1.6256E+00
1725611971.483989, -1.6256E+00
1725611971.6185665, -1.6256E+00
1725611971.7446103, -1.6256E+00
1725611971.881435, -1.6256E+00
1725611972.0051284, -1.6257E+00
1725611972.1420498, -1.6257E+00
1725611972.2662306, -1.6257E+00
1725611972.390379, -1.6257E+00
1725611972.5178018, -1.6257E+00
1725611972.656401, -1.6256E+00
1725611972.7980218, -1.6256E+00
1725611972.9296694, -1.6256E+00
1725611973.0653112, -1.6255E+00
1725611973.1913803, -1.6256E+00
1725611973.3154073, -1.6256E+00
1725611973.4606845, -1.6256E+00
1725611973.5941372, -1.6256E+00
1725611973.7300484, -1.6257E+00
1725611973.8574362, -1.6257E+00
1725611973.9805884, -1.6257E+00
1725611974.1057656, -1.6257E+00
1725611974.2438521, -1.6257E+00
1725611974.370873, -1.6257E+00
1725611974.4960692, -1.6257E+00
1725611974.6196516, -1.6257E+00
1725611974.7572956, -1.6257E+00
1725611974.8956344, -1.6257E+00
1725611975.0203109, -1.6257E+00
1725611975.1498709, -1.6257E+00
1725611975.287897, -1.6257E+00
1725611975.4276829, -1.6257E+00
1725611975.5648348, -1.6257E+00
1725611975.7012959, -1.6257E+00
1725611975.8322167, -1.6257E+00
1725611975.9671547, -1.6256E+00
1725611976.0921905, -1.6256E+00
1725611976.2172744, -1.6256E+00
1725611976.3543599, -1.6256E+00
1725611976.4922178, -1.6256E+00
1725611976.6176174, -1.6256E+00
1725611976.7447066, -1.6256E+00
1725611976.8694377, -1.6256E+00
1725611976.9925497, -1.6256E+00
1725611977.115804, -1.6256E+00
1725611977.2396197, -1.6257E+00
1725611977.3629844, -1.6257E+00
1725611977.4899771, -1.6257E+00
1725611977.6273847, -1.6256E+00
1725611977.750699, -1.6256E+00
1725611977.876428, -1.6256E+00
1725611978.012985, -1.6256E+00
1725611978.1399121, -1.6257E+00
1725611978.2648988, -1.6257E+00
1725611978.3874006, -1.6257E+00
1725611978.5120678, -1.6257E+00
1725611978.6488912, -1.6257E+00
1725611978.782877, -1.6257E+00
1725611978.916855, -1.6257E+00
1725611979.0415697, -1.6257E+00
1725611979.1675253, -1.6258E+00
1725611979.2914183, -1.6258E+00
1725611979.4280252, -1.6258E+00
1725611979.5542948, -1.6258E+00
1725611979.6788354, -1.6257E+00
1725611979.8184693, -1.6257E+00
1725611979.9568648, -1.6257E+00
1725611980.0829885, -1.6257E+00
1725611980.220247, -1.6257E+00
1725611980.34525, -1.6257E+00
1725611980.469892, -1.6257E+00
1725611980.5942848, -1.6256E+00
1725611980.731199, -1.6256E+00
1725611980.8571837, -1.6257E+00
1725611980.9808748, -1.6257E+00
1725611981.1050231, -1.6257E+00
1725611981.2305, -1.6257E+00
1725611981.3676288, -1.6257E+00
1725611981.5056407, -1.6257E+00
1725611981.6289062, -1.6257E+00
1725611981.753473, -1.6257E+00
1725611981.8782222, -1.6257E+00
1725611982.0161219, -1.6257E+00
1725611982.1398394, -1.6256E+00
1725611982.2639217, -1.6256E+00
1725611982.4018803, -1.6257E+00
1725611982.526229, -1.6256E+00
1725611982.6510713, -1.6256E+00
1725611982.793172, -1.6256E+00
1725611982.9291391, -1.6256E+00
1725611983.0538073, -1.6257E+00
1725611983.1768496, -1.6257E+00
1725611983.3046758, -1.6257E+00
1725611983.4412804, -1.6257E+00
1725611983.5656366, -1.6257E+00
1725611983.6907218, -1.6257E+00
1725611983.8291478, -1.6257E+00
1725611983.965832, -1.6257E+00
1725611984.1038196, -1.6256E+00
1725611984.2297866, -1.6256E+00
1725611984.3670273, -1.6256E+00
1725611984.4954915, -1.6256E+00
1725611984.6328447, -1.6256E+00
1725611984.759694, -1.6256E+00
1725611984.8828993, -1.6256E+00
1725611985.0089912, -1.6257E+00
1725611985.1451797, -1.6257E+00
1725611985.2693975, -1.6257E+00
1725611985.401413, -1.6257E+00
1725611985.5310001, -1.6257E+00
1725611985.657099, -1.6257E+00
1725611985.7842343, -1.6256E+00
1725611985.9210868, -1.6256E+00
1725611986.0458431, -1.6256E+00
1725611986.170308, -1.6256E+00
1725611986.2958236, -1.6256E+00
1725611986.420702, -1.6256E+00
1725611986.5483716, -1.6256E+00
1725611986.6860452, -1.6256E+00
1725611986.8109536, -1.6256E+00
1725611986.9471087, -1.6257E+00
1725611987.0779603, -1.6257E+00
1725611987.214593, -1.6256E+00
1725611987.3492358, -1.6256E+00
1725611987.4868648, -1.6256E+00
1725611987.6242602, -1.6257E+00
1725611987.75728, -1.6256E+00
1725611987.881341, -1.6256E+00
1725611988.0053527, -1.6256E+00
1725611988.1439319, -1.6256E+00
1725611988.2812474, -1.6256E+00
1725611988.4100108, -1.6256E+00
1725611988.5342362, -1.6255E+00
1725611988.671184, -1.6255E+00
1725611988.7974734, -1.6255E+00
1725611988.9356241, -1.6255E+00
1725611989.060764, -1.6256E+00
1725611989.1975217, -1.6256E+00
1725611989.3221533, -1.6255E+00
1725611989.4502416, -1.6256E+00
1725611989.5857115, -1.6255E+00
1725611989.7190557, -1.6255E+00
1725611989.851697, -1.6255E+00
1725611989.9885015, -1.6255E+00
1725611990.1135757, -1.6255E+00
1725611990.2511833, -1.6256E+00
1725611990.3794296, -1.6256E+00
1725611990.5033426, -1.6256E+00
1725611990.6429267, -1.6256E+00
1725611990.7677233, -1.6256E+00
1725611990.907498, -1.6256E+00
1725611991.044278, -1.6256E+00
1725611991.1684644, -1.6256E+00
1725611991.2942731, -1.6256E+00
1725611991.432415, -1.6256E+00
1725611991.5595305, -1.6255E+00
1725611991.6952267, -1.6255E+00
1725611991.8308823, -1.6255E+00
1725611991.9559333, -1.6255E+00
1725611992.079948, -1.6255E+00
1725611992.220144, -1.6255E+00
1725611992.357462, -1.6255E+00
1725611992.4822319, -1.6255E+00
1725611992.621081, -1.6255E+00
1725611992.761754, -1.6255E+00
1725611992.8974872, -1.6255E+00
1725611993.0337331, -1.6255E+00
1725611993.15762, -1.6255E+00
1725611993.2841556, -1.6255E+00
1725611993.4211493, -1.6255E+00
1725611993.554086, -1.6255E+00
1725611993.6845777, -1.6255E+00
1725611993.8228064, -1.6255E+00
1725611993.9486074, -1.6255E+00
1725611994.0878723, -1.6255E+00
1725611994.2099183, -1.6255E+00
1725611994.3354301, -1.6255E+00
1725611994.4734077, -1.6255E+00
1725611994.5991838, -1.6255E+00
1725611994.7365792, -1.6255E+00
1725611994.8595457, -1.6255E+00
1725611994.9856527, -1.6255E+00
1725611995.1227586, -1.6255E+00
1725611995.2604058, -1.6255E+00
1725611995.384963, -1.6255E+00
1725611995.5175004, -1.6256E+00
1725611995.6507819, -1.6256E+00
1725611995.7741673, -1.6256E+00
1725611995.898419, -1.6256E+00
1725611996.035146, -1.6256E+00
1725611996.1590302, -1.6256E+00
1725611996.2883961, -1.6255E+00
1725611996.4264574, -1.6255E+00
1725611996.5660844, -1.6255E+00
1725611996.690752, -1.6255E+00
1725611996.8346634, -1.6255E+00
1725611996.9670768, -1.6255E+00
1725611997.0970914, -1.6255E+00
1725611997.2308981, -1.6255E+00
1725611997.3681536, -1.6255E+00
1725611997.4936006, -1.6255E+00
1725611997.6186817, -1.6256E+00
1725611997.758022, -1.6256E+00
1725611997.8948033, -1.6256E+00
1725611998.0216844, -1.6256E+00
1725611998.1481078, -1.6256E+00
1725611998.2840831, -1.6255E+00
1725611998.4097507, -1.6255E+00
1725611998.5351715, -1.6255E+00
1725611998.662061, -1.6255E+00
1725611998.8019183, -1.6255E+00
1725611998.9382572, -1.6255E+00
1725611999.07087, -1.6254E+00
1725611999.2019348, -1.6254E+00
1725611999.3299866, -1.6254E+00
1725611999.4541886, -1.6254E+00
1725611999.5913866, -1.6254E+00
1725611999.716217, -1.6254E+00
1725611999.8406768, -1.6254E+00
1725611999.969338, -1.6255E+00
1725612000.1059723, -1.6255E+00
1725612000.244398, -1.6255E+00
1725612000.3699265, -1.6255E+00
1725612000.4947543, -1.6255E+00
1725612000.6186025, -1.6255E+00
1725612000.7484386, -1.6255E+00
1725612000.8793592, -1.6255E+00
1725612001.0029233, -1.6255E+00
