time.time(), c1pp, c2pp, c1rms, c2rms
1727862801.2873092, 1.543E+01, 1.996E+01, 5.414E+00, 6.933E+00 
1727862801.4016254, 1.543E+01, 1.995E+01, 5.414E+00, 6.935E+00 
1727862801.5230613, 1.543E+01, 1.991E+01, 5.414E+00, 6.937E+00 
1727862801.6358674, 1.543E+01, 1.991E+01, 5.414E+00, 6.936E+00 
1727862801.750185, 1.544E+01, 1.991E+01, 5.415E+00, 6.935E+00 
1727862801.8651705, 1.544E+01, 1.994E+01, 5.414E+00, 6.936E+00 
1727862801.9847176, 1.544E+01, 1.995E+01, 5.414E+00, 6.935E+00 
1727862802.1009772, 1.545E+01, 1.991E+01, 5.414E+00, 6.935E+00 
1727862802.2155292, 1.543E+01, 1.991E+01, 5.414E+00, 6.936E+00 
1727862802.3299334, 1.544E+01, 1.991E+01, 5.414E+00, 6.933E+00 
1727862802.4417934, 1.545E+01, 1.995E+01, 5.414E+00, 6.934E+00 
1727862802.5565104, 1.543E+01, 1.993E+01, 5.414E+00, 6.934E+00 
1727862802.6726766, 1.544E+01, 1.995E+01, 5.415E+00, 6.935E+00 
1727862802.7909775, 1.544E+01, 1.993E+01, 5.414E+00, 6.934E+00 
1727862802.9072948, 1.542E+01, 1.991E+01, 5.414E+00, 6.937E+00 
1727862803.0289218, 1.544E+01, 1.994E+01, 5.415E+00, 6.936E+00 
1727862803.1418378, 1.543E+01, 1.994E+01, 5.414E+00, 6.936E+00 
1727862803.258386, 1.543E+01, 1.993E+01, 5.414E+00, 6.935E+00 
1727862803.3747525, 1.543E+01, 1.993E+01, 5.414E+00, 6.933E+00 
1727862803.4887185, 1.543E+01, 1.989E+01, 5.414E+00, 6.931E+00 
1727862803.603519, 1.542E+01, 1.993E+01, 5.414E+00, 6.935E+00 
1727862803.7182264, 1.544E+01, 1.990E+01, 5.414E+00, 6.933E+00 
1727862803.8330414, 1.543E+01, 1.994E+01, 5.414E+00, 6.933E+00 
1727862803.9480453, 1.542E+01, 1.990E+01, 5.414E+00, 6.935E+00 
1727862804.0621333, 1.542E+01, 1.993E+01, 5.414E+00, 6.934E+00 
1727862804.1764493, 1.543E+01, 1.993E+01, 5.414E+00, 6.936E+00 
1727862804.292592, 1.544E+01, 1.993E+01, 5.414E+00, 6.935E+00 
1727862804.4080796, 1.544E+01, 1.991E+01, 5.414E+00, 6.935E+00 
1727862804.5259855, 1.543E+01, 1.993E+01, 5.414E+00, 6.934E+00 
1727862804.6420984, 1.543E+01, 1.993E+01, 5.414E+00, 6.935E+00 
1727862804.754604, 1.543E+01, 1.996E+01, 5.414E+00, 6.934E+00 
1727862804.873216, 1.544E+01, 1.995E+01, 5.414E+00, 6.936E+00 
1727862804.989131, 1.544E+01, 1.991E+01, 5.414E+00, 6.934E+00 
1727862805.1066024, 1.543E+01, 1.995E+01, 5.414E+00, 6.935E+00 
1727862805.2187896, 1.545E+01, 1.988E+01, 5.414E+00, 6.933E+00 
1727862805.3327286, 1.542E+01, 1.993E+01, 5.414E+00, 6.936E+00 
1727862805.4470024, 1.544E+01, 1.997E+01, 5.414E+00, 6.935E+00 
