0;-3
0.2;-98.5
0.4;-196
0.6;-319
0.8;-424
1;-535
1.2;-645
1.4;-752
1.6;-861
1.8;-967
2;-1090
2.2;-1193
2.4;-1294
2.6;-1409
2.8;-1510
3;-1628
3.2;-1733
3.4;-1842
3.6;-1947
3.8;-2060
4;-2170
4.2;-2275
4.4;-2383
4.6;-2490
4.8;-2600
