Resto format 1
Doc: "ToF_28_02_2025_Looking_Nice.setup"
Upload time: 28/2-2025 15:27
Description: ""
Sequence: "Free selection"
ClusterName	SurName	Datatype	Value	Valid	Timestamp
CRIO106TIM13qopt	trig	1	0	1	'26/02-25 15:19:19/'
CRIO106TIM13qopt	trigR	1	0	1	'26/02-25 15:19:19/'
CRIO106TIM13qopt	width	12	1	1	'26/02-25 15:19:19/'
CRIO106TIM13qopt	width2	12	1	1	'26/02-25 15:19:19/'
CRIO106TIM14qopt	arm	1	0	1	'26/02-25 15:19:19/'
CRIO106TIM14qopt	armR	1	0	1	'26/02-25 15:19:19/'
CRIO106TIM14qopt	ctrl	1	0	1	'26/02-25 15:19:19/'
CRIO106TIM14qopt	ctrlR	1	0	1	'26/02-25 15:19:19/'
CRIO106TIM14qopt	delay	12	10000	1	'26/02-25 15:19:19/'
CRIO106TIM14qopt	delay2	12	10000	1	'26/02-25 15:19:19/'
CRIO106TIM14qopt	Delay2Ms	12	10000	1	'26/02-25 15:19:19/'
CRIO106TIM14qopt	delay2NsLim	12	10000	1	'26/02-25 15:19:19/'
CRIO106TIM14qopt	Delay2S	12	10000	1	'26/02-25 15:19:19/'
CRIO106TIM14qopt	delay2Scaled	12	10000	1	'26/02-25 15:19:19/'
CRIO106TIM14qopt	DelayMs	12	10000	1	'26/02-25 15:19:19/'
CRIO106TIM14qopt	delayNsLim	12	10000	1	'26/02-25 15:19:19/'
CRIO106TIM14qopt	DelayS	12	10000	1	'26/02-25 15:19:19/'
CRIO106TIM14qopt	delayScaled	12	10000	1	'26/02-25 15:19:19/'
CRIO106TIM14qopt	pulses	10	0	1	'26/02-25 15:19:19/'
CRIO106TIM14qopt	pulses2	10	0	1	'26/02-25 15:19:19/'
CRIO106TIM14qopt	trig	1	0	1	'26/02-25 15:19:19/'
CRIO106TIM14qopt	trigR	1	0	1	'26/02-25 15:19:19/'
CRIO106TIM14qopt	width	12	1	1	'26/02-25 15:19:19/'
CRIO106TIM14qopt	width2	12	1	1	'26/02-25 15:19:19/'
CRIO106TIM15qopt	arm	1	0	1	'26/02-25 15:19:19/'
CRIO106TIM15qopt	armR	1	0	1	'26/02-25 15:19:19/'
CRIO106TIM15qopt	ctrl	1	0	1	'26/02-25 15:19:19/'
CRIO106TIM15qopt	ctrlR	1	0	1	'26/02-25 15:19:19/'
CRIO106TIM15qopt	delay	12	10000	1	'26/02-25 15:19:19/'
CRIO106TIM15qopt	delay2	12	10000	1	'26/02-25 15:19:19/'
CRIO106TIM15qopt	Delay2Ms	12	10000	1	'26/02-25 15:19:19/'
CRIO106TIM15qopt	delay2NsLim	12	10000	1	'26/02-25 15:19:19/'
CRIO106TIM15qopt	Delay2S	12	10000	1	'26/02-25 15:19:19/'
CRIO106TIM15qopt	delay2Scaled	12	10000	1	'26/02-25 15:19:19/'
CRIO106TIM15qopt	DelayMs	12	10000	1	'26/02-25 15:19:19/'
CRIO106TIM15qopt	delayNsLim	12	10000	1	'26/02-25 15:19:19/'
CRIO106TIM15qopt	DelayS	12	10000	1	'26/02-25 15:19:19/'
CRIO106TIM15qopt	delayScaled	12	10000	1	'26/02-25 15:19:19/'
CRIO106TIM15qopt	pulses	10	0	1	'26/02-25 15:19:19/'
CRIO106TIM15qopt	pulses2	10	0	1	'26/02-25 15:19:19/'
CRIO106TIM15qopt	trig	1	0	1	'26/02-25 15:19:19/'
CRIO106TIM15qopt	trigR	1	0	1	'26/02-25 15:19:19/'
CRIO106TIM15qopt	width	12	1	1	'26/02-25 15:19:19/'
CRIO106TIM15qopt	width2	12	1	1	'26/02-25 15:19:19/'
CRIO106TIM16qopt	arm	1	0	1	'26/02-25 15:19:19/'
CRIO106TIM16qopt	armR	1	0	1	'26/02-25 15:19:19/'
CRIO106TIM16qopt	ctrl	1	0	1	'26/02-25 15:19:19/'
CRIO106TIM16qopt	ctrlR	1	0	1	'26/02-25 15:19:19/'
CRIO106TIM16qopt	delay	12	10000	1	'26/02-25 15:19:19/'
CRIO106TIM16qopt	delay2	12	10000	1	'26/02-25 15:19:19/'
CRIO106TIM16qopt	Delay2Ms	12	10000	1	'26/02-25 15:19:19/'
CRIO106TIM16qopt	delay2NsLim	12	10000	1	'26/02-25 15:19:19/'
CRIO106TIM16qopt	Delay2S	12	10000	1	'26/02-25 15:19:19/'
CRIO106TIM16qopt	delay2Scaled	12	10000	1	'26/02-25 15:19:19/'
CRIO106TIM16qopt	DelayMs	12	10000	1	'26/02-25 15:19:19/'
CRIO106TIM16qopt	delayNsLim	12	10000	1	'26/02-25 15:19:19/'
CRIO106TIM16qopt	DelayS	12	10000	1	'26/02-25 15:19:19/'
CRIO106TIM16qopt	delayScaled	12	10000	1	'26/02-25 15:19:19/'
CRIO106TIM16qopt	pulses	10	0	1	'26/02-25 15:19:19/'
CRIO106TIM16qopt	pulses2	10	0	1	'26/02-25 15:19:19/'
CRIO106TIM16qopt	trig	1	0	1	'26/02-25 15:19:19/'
CRIO106TIM16qopt	trigR	1	0	1	'26/02-25 15:19:19/'
CRIO106TIM16qopt	width	12	1	1	'26/02-25 15:19:19/'
CRIO106TIM16qopt	width2	12	1	1	'26/02-25 15:19:19/'
CRIO106TIM17qopt	arm	1	0	1	'26/02-25 15:19:19/'
CRIO106TIM17qopt	armR	1	0	1	'26/02-25 15:19:19/'
