countA, countB, T, UDC, VRF
23V, 8.6*1e-6<built-in method now of type object at 0x00007FF8D81B3AB0>VOcto = 45V
300,9, 1161.7895390987396, -3.5, 419
300,8, 1162.0859916210175, -3.0, 419
300,11, 1162.3842010498047, -3.0, 419
299,7, 1162.6801993846893, -2.5, 419
300,23, 1162.9750335216522, -2.5, 419
299,15, 1163.2686123847961, -2.0, 419
300,25, 1163.5678777694702, -2.0, 419
300,22, 1163.8654754161835, -1.5, 419
300,32, 1164.160471200943, -1.5, 419
300,19, 1164.457302570343, -1.0, 419
300,32, 1164.753735780716, -1.0, 419
300,31, 1165.0493702888489, -0.5, 419
300,32, 1165.3451750278473, -0.5, 419
300,26, 1165.641446352005, 0.0, 419
299,30, 1165.9387261867523, 0.0, 419
300,39, 1166.2329297065735, 0.5, 419
299,44, 1166.5278851985931, 0.5, 419
300,37, 1166.8216013908386, 1.0, 419
300,37, 1167.118131160736, 1.0, 419
300,43, 1167.4153366088867, 1.5, 419
300,27, 1167.7096569538116, 1.5, 419
300,38, 1168.0089449882507, 2.0, 419
300,40, 1168.3029356002808, 2.0, 419
300,35, 1168.600746870041, 2.5, 419
300,32, 1168.8963108062744, 2.5, 419
300,26, 1169.1928749084473, 3.0, 419
300,27, 1169.4900178909302, 3.0, 419
300,47, 1169.7837753295898, 3.5, 419
299,30, 1170.078839302063, 3.5, 419
300,34, 1170.3748564720154, 4.0, 419
299,33, 1170.672182559967, 4.0, 419
300,30, 1170.967442035675, 4.5, 419
300,44, 1171.2647037506104, 4.5, 419
300,33, 1171.5599131584167, 4.5, 419
300,40, 1171.8540921211243, 4.5, 419
300,33, 1172.1513350009918, 4.0, 419
300,35, 1172.447672367096, 4.0, 419
300,39, 1172.7459444999695, 3.5, 419
300,32, 1173.0419228076935, 3.5, 419
299,32, 1173.3372480869293, 3.0, 419
300,39, 1173.6328828334808, 3.0, 419
299,38, 1173.9313185214996, 2.5, 419
300,38, 1174.226727962494, 2.5, 419
300,27, 1174.5242903232574, 2.0, 419
300,39, 1174.8189854621887, 2.0, 419
300,37, 1175.1140501499176, 1.5, 419
300,34, 1175.4106431007385, 1.5, 419
300,33, 1175.7065541744232, 1.0, 419
300,48, 1176.0047554969788, 1.0, 419
300,31, 1176.302949666977, 0.5, 419
300,31, 1176.5971336364746, 0.5, 419
300,26, 1176.892525434494, 0.0, 419
300,36, 1177.1870288848877, 0.0, 419
299,33, 1177.4840784072876, -0.5, 419
300,35, 1177.7813882827759, -0.5, 419
300,36, 1178.076441526413, -1.0, 419
300,35, 1178.3725159168243, -1.0, 419
300,33, 1178.667079925537, -1.5, 419
300,34, 1178.9628398418427, -1.5, 419
300,19, 1179.2604489326477, -2.0, 419
300,30, 1179.5581362247467, -2.0, 419
300,23, 1179.8519215583801, -2.5, 419
300,17, 1180.1475241184235, -2.5, 419
300,13, 1180.4452936649323, -3.0, 419
299,8, 1180.73926115036, -3.0, 419
300,6, 1181.0367317199707, -3.5, 419
300,3, 1181.3349874019623, -3.5, 419
300,3, 1181.6332533359528, -4.0, 419
300,1, 1181.9279203414917, -4.0, 419
300,0, 1182.2238466739655, -4.5, 419
300,0, 1182.51939702034, -4.5, 419
300,0, 1182.8146889209747, -5.0, 419
300,0, 1183.110869884491, -5.0, 419
300,0, 1183.4067759513855, -5.0, 420
300,0, 1183.7042663097382, -5.0, 420
300,0, 1183.9984760284424, -4.5, 420
299,0, 1184.2955613136292, -4.5, 420
300,2, 1184.5909304618835, -4.0, 420
299,2, 1184.887271642685, -4.0, 420
300,8, 1185.1814920902252, -3.5, 420
300,7, 1185.4785923957825, -3.5, 420
300,14, 1185.7738707065582, -3.0, 420
300,10, 1186.0706083774567, -3.0, 420
300,16, 1186.366257429123, -2.5, 420
300,18, 1186.663461446762, -2.5, 420
300,33, 1186.959058046341, -2.0, 420
300,31, 1187.253693819046, -2.0, 420
299,31, 1187.550362586975, -1.5, 420
300,30, 1187.8469157218933, -1.5, 420
299,32, 1188.1454122066498, -1.0, 420
300,35, 1188.441012620926, -1.0, 420
