countA, countB, T
300,16, 528.1524229049683
300,8, 529.252947807312
300,7, 530.3517260551453
300,14, 531.4524791240692
300,9, 532.5518984794617
301,7, 533.6476821899414
300,12, 534.7411215305328
300,8, 535.8344984054565
300,12, 536.926707983017
300,11, 538.0230031013489
300,10, 539.1154365539551
300,13, 540.2087664604187
300,12, 541.3051333427429
300,13, 542.4026992321014
301,11, 543.4981596469879
300,7, 544.598484992981
300,12, 545.695526599884
300,6, 546.792240858078
300,10, 547.8898313045502
300,14, 548.9852547645569
300,9, 550.0708115100861
300,17, 551.1659371852875
301,14, 552.2631094455719
300,11, 553.356920003891
300,14, 554.4555642604828
300,10, 555.5498986244202
300,6, 556.6446492671967
300,12, 557.732373714447
300,10, 558.8293726444244
300,15, 559.9255084991455
301,12, 561.0199580192566
300,8, 562.1166815757751
300,12, 563.214349269867
300,7, 564.3105621337891
300,9, 565.4019498825073
300,12, 566.4990587234497
300,16, 567.5912711620331
300,13, 568.6878654956818
300,12, 569.774176120758
301,7, 570.8720481395721
300,11, 571.9692420959473
300,8, 573.0679979324341
300,9, 574.1659243106842
300,11, 575.2649977207184
300,11, 576.3629484176636
300,11, 577.4623928070068
300,5, 578.5557157993317
300,14, 579.6502621173859
300,8, 580.7433264255524
300,13, 581.8387048244476
300,10, 582.9246561527252
300,13, 584.0227270126343
300,18, 585.1164252758026
300,9, 586.2106783390045
300,9, 587.3072483539581
300,8, 588.405083656311
301,11, 589.5027387142181
300,5, 590.6005382537842
300,11, 591.6977217197418
300,11, 592.7949304580688
300,17, 593.8886096477509
300,8, 594.9735779762268
300,12, 596.0722646713257
300,8, 597.168300151825
301,4, 598.2617423534393
301,14, 599.3591194152832
300,15, 600.4435703754425
300,7, 601.5395042896271
300,7, 602.634922504425
300,11, 603.732016324997
300,5, 604.8314871788025
300,11, 605.9182674884796
300,9, 607.0132949352264
301,5, 608.1089422702789
300,12, 609.2057695388794
300,9, 610.2918288707733
300,14, 611.3862583637238
300,11, 612.4779734611511
300,15, 613.5748693943024
300,13, 614.6702237129211
300,13, 615.7663197517395
300,9, 616.8613381385803
301,8, 617.9553616046906
300,12, 619.0401954650879
300,8, 620.1368148326874
300,8, 621.2285461425781
300,12, 622.3251750469208
300,16, 623.4108862876892
300,15, 624.503977060318
300,11, 625.6030766963959
300,12, 626.6963102817535
301,6, 627.7944366931915
300,11, 628.891117811203
300,12, 629.9878423213959
300,7, 631.0875170230865
300,10, 632.1777787208557
300,13, 633.2731981277466
300,19, 634.369558095932
300,13, 635.464761018753
300,8, 636.5580816268921
301,6, 637.6436450481415
300,9, 638.7343378067017
300,16, 639.8312947750092
300,15, 640.9296193122864
300,16, 642.0260524749756
300,8, 643.1225204467773
300,14, 644.2216560840607
300,10, 645.3099110126495
301,12, 646.4076235294342
301,9, 647.5035231113434
300,13, 648.6003856658936
300,14, 649.6977865695953
300,13, 650.793913602829
300,14, 651.8880212306976
300,9, 652.9860398769379
300,17, 654.0831880569458
301,5, 655.1770474910736
301,8, 656.2720594406128
300,11, 657.3678526878357
300,10, 658.4644267559052
300,13, 659.5631301403046
300,13, 660.6593985557556
300,10, 661.7578473091125
300,6, 662.8562314510345
300,11, 663.9432196617126
301,8, 665.0413446426392
300,7, 666.1375632286072
300,10, 667.2317471504211
300,17, 668.3264772891998
300,13, 669.4152655601501
300,10, 670.5077047348022
300,10, 671.6038603782654
309,12, 672.6999835968018
300,17, 673.796746969223
301,13, 674.8934946060181
300,20, 675.9880895614624
300,13, 677.086385011673
300,17, 678.1847770214081
300,12, 679.2776465415955
300,11, 680.3747842311859
300,8, 681.4698524475098
300,10, 682.5657968521118
300,16, 683.6596877574921
301,13, 684.7560262680054
300,19, 685.8427152633667
300,15, 686.940831899643
300,4, 688.0369095802307
300,6, 689.1304214000702
300,9, 690.2279834747314
300,8, 691.3128020763397
300,19, 692.4123823642731
301,11, 693.5092911720276
301,8, 694.6062641143799
300,11, 695.7028045654297
300,16, 696.8027007579803
300,11, 697.9014053344727
300,14, 698.9914801120758
300,10, 700.0878417491913
300,11, 701.1788697242737
300,17, 702.2770402431488
301,16, 703.3744835853577
300,13, 704.4698805809021
300,11, 705.5605702400208
300,12, 706.6577343940735
300,10, 707.757405757904
300,12, 708.8565089702606
300,6, 709.9540462493896
300,15, 711.0496854782104
300,14, 712.1457331180573
301,18, 713.2421545982361
300,13, 714.3386797904968
300,7, 715.4370636940002
300,7, 716.5251088142395
300,11, 717.6198031902313
300,15, 718.7150449752808
300,16, 719.8130235671997
300,11, 720.9073731899261
301,13, 722.0032517910004
300,9, 723.1007373332977
300,7, 724.1953084468842
300,8, 725.2920231819153
300,8, 726.3875124454498
300,14, 727.4853143692017
300,5, 728.5685033798218
300,15, 729.6597259044647
301,8, 730.7537007331848
300,18, 731.8512001037598
300,12, 732.9506027698517
300,14, 734.047833442688
300,7, 735.1442048549652
300,8, 736.2433757781982
300,15, 737.3420164585114
300,9, 738.4390940666199
300,8, 739.5346128940582
300,13, 740.6293354034424
300,8, 741.7284369468689
300,10, 742.8241651058197
300,14, 743.9202396869659
300,12, 745.0133843421936
300,13, 746.1094827651978
300,11, 747.2068667411804
300,6, 748.3073382377625
300,8, 749.4037640094757
301,12, 750.4983019828796
301,12, 751.5940551757812
300,5, 752.6837842464447
300,10, 753.7824423313141
300,11, 754.8788752555847
300,17, 755.9743256568909
300,13, 757.0694241523743
300,8, 758.1619892120361
300,11, 759.2572762966156
301,7, 760.3410732746124
300,6, 761.4399034976959
300,6, 762.5330364704132
300,12, 763.619861125946
300,12, 764.7142932415009
300,13, 765.8122234344482
300,13, 766.9092662334442
300,11, 768.0051400661469
301,10, 769.1027891635895
301,12, 770.1969532966614
300,5, 771.290060043335
300,9, 772.3885288238525
300,10, 773.4722366333008
300,14, 774.5692708492279
300,15, 775.6653168201447
300,12, 776.7602531909943
300,6, 777.8454337120056
301,10, 778.9404211044312
300,11, 780.0338253974915
300,9, 781.1304531097412
300,10, 782.2229273319244
300,8, 783.3159022331238
300,11, 784.4145495891571
300,9, 785.5116038322449
300,10, 786.6064555644989
300,7, 787.6913895606995
301,7, 788.7892215251923
300,8, 789.8854336738586
300,9, 790.9829096794128
300,13, 792.0809724330902
300,13, 793.1748106479645
300,9, 794.2746729850769
300,5, 795.3682179450989
300,7, 796.4683816432953
300,6, 797.560652256012
301,11, 798.6520364284515
300,9, 799.7458446025848
300,17, 800.8432955741882
300,10, 801.9289991855621
300,11, 803.0273423194885
300,12, 804.1263432502747
300,10, 805.2214736938477
300,4, 806.3178703784943
301,10, 807.4106712341309
301,13, 808.5025181770325
300,11, 809.600578546524
300,8, 810.6959319114685
300,13, 811.7928817272186
300,16, 812.8850672245026
