countA, countB, T
300,22, 1.0994210243225098
300,25, 2.1944854259490967
300,24, 3.288635015487671
301,27, 4.383727073669434
300,20, 5.473803520202637
300,21, 6.567148208618164
300,32, 7.666830539703369
300,30, 8.75777554512024
300,25, 9.847680807113647
300,22, 10.936644554138184
301,28, 12.028963327407837
301,28, 13.126220226287842
300,37, 14.220689296722412
300,31, 15.312495708465576
300,19, 16.405011415481567
300,34, 17.500749349594116
300,26, 18.58458948135376
300,36, 19.677260398864746
301,27, 20.766971349716187
301,30, 21.864357948303223
300,25, 22.949432373046875
300,26, 24.046226739883423
300,33, 25.145833253860474
300,34, 26.2435085773468
300,43, 27.338987827301025
300,25, 28.438920259475708
300,35, 29.540634870529175
301,27, 30.634734392166138
300,28, 31.728395462036133
300,32, 32.81904411315918
300,23, 33.910526275634766
300,28, 35.00247144699097
300,20, 36.09477472305298
300,31, 37.19380068778992
300,26, 38.29100060462952
300,31, 39.3816442489624
300,29, 40.47413635253906
300,32, 41.56808924674988
300,30, 42.660029888153076
300,22, 43.7523934841156
300,36, 44.84682106971741
300,34, 45.93992209434509
300,26, 47.02786898612976
300,38, 48.12023639678955
301,33, 49.218522787094116
301,30, 50.31197929382324
300,39, 51.405848264694214
300,27, 52.50175762176514
300,24, 53.600993633270264
300,37, 54.69633388519287
300,32, 55.78942918777466
300,22, 56.88086223602295
300,29, 57.97536826133728
301,18, 59.06698799133301
300,24, 60.161372423172
300,20, 61.253127336502075
300,34, 62.346550941467285
300,32, 63.438361406326294
300,27, 64.53023338317871
300,33, 65.62966442108154
300,37, 66.72284722328186
301,34, 67.82025599479675
300,31, 68.91449928283691
300,27, 70.00606107711792
300,20, 71.09962344169617
300,27, 72.19277143478394
300,33, 73.28482842445374
300,30, 74.38086223602295
300,22, 75.47319102287292
301,24, 76.5654685497284
300,19, 77.65755295753479
300,31, 78.75420236587524
300,23, 79.84825205802917
300,28, 80.93629193305969
300,31, 82.03056287765503
300,38, 83.1218159198761
300,31, 84.21592283248901
300,28, 85.30915260314941
301,27, 86.40074229240417
300,27, 87.4945421218872
300,32, 88.58881139755249
300,27, 89.68409299850464
300,29, 90.7761812210083
300,31, 91.86856293678284
300,34, 92.96013736724854
300,26, 94.05362319946289
300,39, 95.152672290802
301,37, 96.24406886100769
300,26, 97.33891820907593
300,21, 98.43199181556702
300,31, 99.52658677101135
300,33, 100.61978244781494
300,37, 101.71607327461243
300,40, 102.80751633644104
300,24, 103.9000198841095
301,29, 104.99253416061401
300,27, 106.08628559112549
300,30, 107.17990493774414
300,24, 108.27268886566162
300,26, 109.36609244346619
300,32, 110.45984101295471
300,38, 111.55248475074768
300,23, 112.65053677558899
301,26, 113.74370837211609
300,32, 114.83970165252686
300,37, 115.93542814254761
300,35, 117.03146862983704
300,25, 118.12490677833557
300,28, 119.21811294555664
300,22, 120.31579113006592
300,34, 121.41121196746826
301,37, 122.50229620933533
301,30, 123.59420895576477
300,22, 124.6917142868042
300,34, 125.78533577919006
300,31, 126.8759708404541
300,34, 127.97320938110352
300,23, 129.06509947776794
300,25, 130.16060972213745
300,31, 131.25259566307068
301,27, 132.3449285030365
300,25, 133.43953275680542
300,28, 134.53477120399475
300,36, 135.62634301185608
300,23, 136.7178294658661
300,32, 137.81556367874146
300,28, 138.90998029708862
300,26, 139.99624681472778
301,27, 141.08791732788086
301,34, 142.18050074577332
300,26, 143.27321124076843
300,28, 144.3665747642517
300,25, 145.46243572235107
300,23, 146.55906677246094
300,31, 147.65247535705566
300,29, 148.74758315086365
300,33, 149.83559489250183
301,33, 150.92899560928345
300,27, 152.02179884910583
300,29, 153.1176474094391
300,30, 154.21686673164368
300,32, 155.31208610534668
300,28, 156.40828204154968
300,28, 157.493510723114
300,22, 158.583092212677
301,28, 159.67702555656433
300,27, 160.7657060623169
300,27, 161.86106491088867
300,24, 162.95944023132324
300,24, 164.05114269256592
300,33, 165.14757752418518
300,34, 166.2394106388092
300,22, 167.33558654785156
301,34, 168.4231538772583
300,29, 169.52275490760803
300,24, 170.61052942276
300,38, 171.7093906402588
300,29, 172.8037350177765
300,24, 173.89771556854248
300,31, 174.9866006374359
300,31, 176.08253979682922
300,23, 177.17151498794556
301,31, 178.27019357681274
300,17, 179.36392045021057
300,24, 180.45967411994934
300,27, 181.55370020866394
