countA, countB, T
300,38, 1.0870025157928467
301,26, 2.1825358867645264
301,34, 3.278080463409424
300,24, 4.363133907318115
300,33, 5.451592922210693
300,39, 6.539790153503418
300,35, 7.629045486450195
300,33, 8.725075006484985
300,35, 9.823702335357666
300,34, 10.918581008911133
301,29, 12.011841535568237
301,39, 13.106566667556763
300,38, 14.20024824142456
300,42, 15.2982177734375
300,37, 16.39453911781311
300,41, 17.49086856842041
300,44, 18.58440852165222
300,39, 19.680976629257202
300,34, 20.77582573890686
300,38, 21.872958421707153
301,33, 22.969075441360474
300,38, 24.06255316734314
300,42, 25.155029296875
300,33, 26.249524116516113
300,44, 27.34088635444641
300,33, 28.439835786819458
300,45, 29.53155279159546
300,36, 30.625720739364624
300,37, 31.71834897994995
300,47, 32.813299894332886
300,34, 33.90907835960388
300,37, 34.99995565414429
300,35, 36.09616661071777
300,35, 37.192984104156494
300,30, 38.29041123390198
300,27, 39.386632680892944
300,42, 40.487531423568726
300,33, 41.58539271354675
301,45, 42.680320739746094
300,40, 43.77482724189758
300,42, 44.87044310569763
300,29, 45.96708273887634
300,42, 47.05418419837952
300,30, 48.14372491836548
300,32, 49.240127086639404
300,27, 50.33324146270752
300,37, 51.430962800979614
301,37, 52.52499866485596
300,35, 53.62094497680664
300,42, 54.719287157058716
300,46, 55.81274962425232
300,27, 56.91310405731201
300,31, 58.00870323181152
300,35, 59.09542632102966
300,28, 60.19361686706543
301,31, 61.28156614303589
300,30, 62.3781464099884
300,39, 63.470643043518066
300,33, 64.56386399269104
300,34, 65.65329480171204
300,34, 66.74769902229309
300,40, 67.84263372421265
300,35, 68.94002103805542
301,34, 70.03324270248413
301,43, 71.13114666938782
300,36, 72.22838234901428
300,33, 73.32806324958801
300,32, 74.41969108581543
300,29, 75.51256728172302
300,38, 76.6041328907013
300,27, 77.69625186920166
300,40, 78.79540729522705
301,38, 79.87921833992004
300,34, 80.96660137176514
300,47, 82.06607937812805
300,30, 83.15553569793701
300,36, 84.24813652038574
300,36, 85.33552527427673
300,47, 86.43381142616272
300,38, 87.53232502937317
300,42, 88.63053894042969
301,32, 89.71698760986328
301,35, 90.80280232429504
300,44, 91.89367961883545
300,47, 92.98035073280334
300,34, 94.06854510307312
300,31, 95.16422653198242
300,29, 96.25610065460205
300,28, 97.34920072555542
301,34, 98.44446921348572
