countA, countB, T
300,30, 434.44675517082214
300,20, 435.54259729385376
300,29, 436.6377649307251
300,25, 437.7337920665741
300,25, 438.82024097442627
300,27, 439.9187889099121
300,27, 441.0160415172577
300,31, 442.1122465133667
301,25, 443.209392786026
300,21, 444.29364132881165
300,22, 445.390239238739
300,21, 446.48668026924133
300,25, 447.5835018157959
300,21, 448.6802318096161
300,30, 449.77893590927124
300,23, 450.8768267631531
300,24, 451.9746198654175
301,17, 453.0690755844116
300,24, 454.16609621047974
300,21, 455.2653121948242
300,21, 456.3619086742401
300,20, 457.45903301239014
300,22, 458.5535202026367
300,24, 459.6512544155121
300,40, 460.7478377819061
300,27, 461.8420512676239
301,31, 462.9255802631378
300,28, 464.02171897888184
300,32, 465.1131443977356
300,26, 466.20671677589417
300,26, 467.30491828918457
300,24, 468.4000463485718
300,19, 469.4963479042053
300,21, 470.58085918426514
300,20, 471.6685483455658
301,23, 472.76230692863464
300,17, 473.8483147621155
300,19, 474.94295501708984
300,28, 476.0359740257263
309,24, 477.1255419254303
300,21, 478.21472787857056
300,28, 479.3116190433502
300,21, 480.4092609882355
300,22, 481.50099325180054
301,23, 482.5900869369507
300,25, 483.67906427383423
300,20, 484.7730224132538
300,29, 485.8701469898224
300,29, 486.96955394744873
300,24, 488.0705647468567
300,20, 489.1650948524475
300,24, 490.26113057136536
300,20, 491.355717420578
301,21, 492.45002031326294
300,21, 493.5445079803467
300,22, 494.64163422584534
300,26, 495.7364695072174
300,27, 496.8328514099121
300,22, 497.92809414863586
300,23, 499.0209448337555
300,23, 500.1184594631195
300,32, 501.2121891975403
301,23, 502.3083724975586
300,16, 503.40103220939636
300,20, 504.49786353111267
300,18, 505.5965898036957
300,17, 506.6920847892761
300,19, 507.7862112522125
300,22, 508.8802855014801
300,29, 509.9696569442749
300,21, 511.06867575645447
301,30, 512.1653966903687
300,23, 513.2617199420929
300,34, 514.3578577041626
300,21, 515.4589376449585
300,32, 516.5561413764954
300,24, 517.6536936759949
300,23, 518.7505469322205
300,27, 519.8506362438202
300,25, 520.9384832382202
301,29, 522.0376560688019
300,21, 523.1332559585571
300,24, 524.229373216629
300,27, 525.321622133255
300,19, 526.4195396900177
300,24, 527.5137047767639
300,25, 528.6126616001129
300,27, 529.711169719696
300,14, 530.7965443134308
301,17, 531.8924713134766
301,27, 532.9907579421997
300,20, 534.0834057331085
300,20, 535.1720204353333
300,19, 536.2623867988586
300,20, 537.3525416851044
300,19, 538.4408731460571
300,21, 539.5348923206329
300,26, 540.6298401355743
301,26, 541.7293665409088
301,21, 542.8274793624878
300,29, 543.9259893894196
300,34, 545.0223016738892
300,19, 546.1199195384979
300,26, 547.2162387371063
300,32, 548.3128373622894
300,23, 549.4090008735657
300,23, 550.5090084075928
300,23, 551.6076774597168
301,20, 552.70467877388
300,22, 553.8023121356964
300,21, 554.8976335525513
300,26, 555.9970850944519
300,26, 557.0917274951935
300,19, 558.1897423267365
300,21, 559.2876317501068
300,18, 560.3863294124603
300,25, 561.4838876724243
301,18, 562.5785312652588
300,15, 563.6766450405121
300,36, 564.7750015258789
300,21, 565.8584914207458
300,21, 566.9557406902313
300,22, 568.0532047748566
300,22, 569.1511075496674
300,19, 570.2474870681763
301,24, 571.3413462638855
301,32, 572.4384114742279
300,25, 573.5375227928162
300,21, 574.6296813488007
300,28, 575.7304532527924
300,29, 576.8265495300293
300,23, 577.9170217514038
300,24, 579.0111925601959
300,24, 580.1087446212769
301,23, 581.2069134712219
300,25, 582.2958960533142
300,27, 583.384485244751
300,29, 584.4844996929169
300,22, 585.5741341114044
300,25, 586.6589913368225
300,27, 587.7574393749237
300,27, 588.8549599647522
300,21, 589.9546051025391
300,32, 591.0456919670105
300,24, 592.1404540538788
300,32, 593.2309446334839
300,21, 594.3170886039734
300,35, 595.413036108017
300,27, 596.5081696510315
300,30, 597.6048073768616
300,25, 598.695663690567
300,28, 599.788501739502
300,29, 600.876745223999
301,21, 601.9757556915283
301,25, 603.0699121952057
300,21, 604.1644093990326
300,20, 605.2611243724823
300,22, 606.3526036739349
300,20, 607.4496419429779
300,33, 608.5428876876831
300,21, 609.6390917301178
300,26, 610.7307095527649
301,23, 611.8234806060791
301,20, 612.9154946804047
300,27, 614.0087287425995
300,15, 615.1065211296082
300,21, 616.1925096511841
300,24, 617.290363073349
300,21, 618.3870282173157
300,23, 619.482917547226
300,30, 620.5814328193665
301,17, 621.6735873222351
300,19, 622.763260602951
300,37, 623.8595862388611
300,18, 624.9515635967255
300,25, 626.0431170463562
300,28, 627.1373064517975
300,17, 628.231271982193
300,28, 629.3302097320557
300,31, 630.4254426956177
301,31, 631.5165498256683
300,21, 632.6108932495117
300,18, 633.7062442302704
300,38, 634.791305065155
300,18, 635.8820774555206
300,22, 636.9742639064789
300,22, 638.0694382190704
300,24, 639.1691126823425
301,32, 640.2620260715485
301,30, 641.355376958847
300,22, 642.45348072052
300,22, 643.554797410965
300,25, 644.6487357616425
300,26, 645.7366847991943
300,24, 646.8234736919403
300,19, 647.9167375564575
300,33, 649.0084631443024
300,34, 650.1017501354218
